stem,s,base,diff,level
79,0,0,[NULL],9000
81,1,0,[NULL],9000
82,2,0,[NULL],9000
83,1,0,[NULL],9000
83,2,0,[NULL],9000
84,1,0,[NULL],9000
83,3,0,[NULL],9000
86,2,0,[NULL],9000
87,1,0,[NULL],9000
87,2,1,[NULL],9000
87,2,0,[NULL],9000
88,1,0,[NULL],9000
87,3,0,[NULL],9000
88,2,0,[NULL],9000
87,4,0,[NULL],9000
88,3,0,[NULL],9000
89,2,0,[NULL],9000
90,1,0,[NULL],9000
89,3,0,[NULL],9000
90,2,0,[NULL],9000
89,4,0,[NULL],9000
90,3,0,[NULL],9000
89,5,0,[NULL],9000
94,1,0,[NULL],9000
95,0,0,0,9997
90,6,0,[NULL],9000
91,5,0,[NULL],9000
94,2,0,[NULL],9000
95,1,0,0,9996
91,6,0,[NULL],9000
94,3,0,0,3
95,2,1,[NULL],9000
95,2,0,0,9996
96,1,0,[NULL],9955
91,7,0,[NULL],9000
94,4,0,[NULL],9000
95,3,0,[NULL],9000
96,2,0,[NULL],9000
94,5,0,0,4
95,4,0,[NULL],9000
96,3,0,[NULL],9000
97,2,1,[NULL],9000
97,2,0,[NULL],9955
98,1,0,[NULL],9957
94,6,0,0,4
95,5,1,[NULL],9000
95,5,0,[NULL],9000
97,3,0,[NULL],9000
98,2,1,[NULL],9000
98,2,0,[NULL],9957
95,6,0,[NULL],9000
97,4,0,0,9998
98,3,1,[NULL],9000
98,3,0,[NULL],9955
99,2,0,[NULL],9000
95,7,0,[NULL],9000
96,6,0,0,2
97,5,0,[NULL],9000
98,4,1,[NULL],9000
98,4,0,0,9998
99,3,0,[NULL],9000
95,8,0,[NULL],9000
96,7,0,[NULL],9000
97,6,0,0,2
98,5,0,0,9998
99,4,0,[NULL],9000
100,3,0,[NULL],9000
101,2,0,[NULL],9957
102,1,0,[NULL],9961
97,7,0,0,2
100,4,0,[NULL],9994
101,3,1,[NULL],9000
101,3,0,[NULL],9000
102,2,0,[NULL],9961
97,8,0,[NULL],9000
100,5,0,[NULL],9994
101,4,0,[NULL],9963
102,3,1,[NULL],9000
102,3,0,[NULL],9961
103,2,0,[NULL],9955
97,9,0,[NULL],9000
100,6,0,[NULL],9000
101,5,0,[NULL],9000
102,4,1,[NULL],9000
102,4,0,[NULL],9000
103,3,0,[NULL],9964
102,5,0,[NULL],9000
103,4,1,[NULL],9000
103,4,0,[NULL],9000
104,3,0,[NULL],9000
98,10,0,[NULL],9000
99,9,0,[NULL],9000
103,5,0,[NULL],9000
104,4,0,[NULL],9000
99,10,0,[NULL],9000
103,6,0,[NULL],9000
104,5,1,[NULL],9000
104,5,0,[NULL],9000
99,11,0,[NULL],9000
102,8,0,[NULL],9968
103,7,0,0,9998
102,9,0,0,2
103,8,0,0,9998
109,2,0,[NULL],9000
110,1,0,[NULL],9000
102,10,0,0,2
103,9,1,[NULL],9000
103,9,0,[NULL],9970
106,6,0,[NULL],9000
103,10,0,[NULL],9970
105,8,0,0,9998
106,7,0,0,9998
103,11,0,[NULL],9970
104,10,0,0,2
105,9,0,0,2
106,8,0,0,9998
110,4,0,[NULL],9972
111,3,1,[NULL],9000
111,3,0,[NULL],9972
112,2,0,[NULL],9000
103,12,0,[NULL],9000
104,11,0,[NULL],9000
105,10,0,0,2
106,9,0,0,9998
105,11,0,0,2
108,8,0,[NULL],9000
109,7,0,0,9998
110,6,0,0,9997
111,5,0,[NULL],9000
111,5,1,0,9998
112,4,0,[NULL],9000
112,4,1,[NULL],9972
113,3,0,[NULL],9000
114,2,0,1,9997
105,12,0,[NULL],9000
108,9,0,0,2
109,8,0,0,9998
110,7,0,1,2
111,6,0,[NULL],9975
111,6,1,0,9998
112,5,0,[NULL],9000
112,5,1,[NULL],9975
113,4,"0,1",[NULL],9000
113,4,1,[NULL],9975
114,3,1,[NULL],9000
114,3,0,[NULL],9975
115,2,0,[NULL],9000
105,13,0,[NULL],9000
108,10,0,0,2
109,9,0,0,3
110,8,0,1,2
111,7,0,0,9998
112,6,0,[NULL],9000
113,5,1,0,3
113,5,0,[NULL],9000
114,4,1,[NULL],9000
114,4,0,[NULL],9000
110,9,0,0,2
111,8,1,0,9996
111,8,0,0,9998
112,7,0,1,9998
113,6,0,[NULL],9975
114,5,0,[NULL],9977
116,3,0,[NULL],9977
117,2,0,[NULL],9997
106,14,0,[NULL],9000
107,13,0,[NULL],9000
110,10,0,0,2
111,9,1,0,2
111,9,0,0,9998
112,8,0,1,9998
113,7,0,[NULL],9000
114,6,1,[NULL],9000
114,6,0,[NULL],9977
115,5,1,[NULL],9000
115,5,0,[NULL],9978
117,3,0,[NULL],9000
118,2,0,[NULL],9996
107,14,0,[NULL],9000
110,11,0,0,2
111,10,1,0,2
111,10,0,0,9997
112,9,0,1,9996
114,7,0,[NULL],9000
115,6,0,[NULL],9000
116,5,0,[NULL],9000
117,4,0,[NULL],9979
118,3,2,[NULL],9000
118,3,1,[NULL],9996
118,3,0,"1,2",9998
119,2,1,[NULL],9996
119,2,0,[NULL],9997
107,15,0,[NULL],9000
110,12,0,1,4
111,11,0,0,9997
114,8,0,[NULL],9000
115,7,0,0,9998
116,6,0,[NULL],9000
116,6,1,[NULL],9000
117,5,"1,2",0,2
117,5,2,[NULL],9000
117,5,0,[NULL],9980
118,4,2,[NULL],9972
118,4,"1,3",[NULL],9980
118,4,3,[NULL],9980
118,4,0,1,9997
119,3,1,[NULL],9000
119,3,0,0,9998
110,13,0,0,3
111,12,0,[NULL],9981
114,9,0,0,2
115,8,0,0,9998
116,7,0,[NULL],9000
117,6,1,[NULL],9980
117,6,0,[NULL],9981
118,5,0,0,2
118,5,1,[NULL],9000
119,4,1,[NULL],9000
119,4,0,[NULL],9998
120,3,1,[NULL],9000
120,3,0,[NULL],9981
121,2,0,[NULL],9981
110,14,0,0,3
111,13,1,0,4
111,13,0,[NULL],9981
114,10,0,0,2
115,9,0,[NULL],9000
117,7,1,0,3
117,7,0,[NULL],9980
118,6,2,[NULL],9000
118,6,0,[NULL],9000
118,6,1,1,9998
119,5,1,[NULL],9000
119,5,0,[NULL],9972
120,4,3,[NULL],9000
120,4,2,[NULL],9982
120,4,"0,1",[NULL],9997
120,4,1,[NULL],9997
121,3,1,[NULL],9000
121,3,0,1,9998
111,14,0,[NULL],9981
113,12,0,0,9998
114,11,0,0,9998
117,8,1,1,2
117,8,0,0,9996
118,7,1,[NULL],9000
118,7,0,0,9998
119,6,0,[NULL],9975
120,5,1,0,2
120,5,2,[NULL],9000
120,5,0,[NULL],9000
121,4,2,[NULL],9000
121,4,1,[NULL],9975
121,4,0,1,9998
122,3,0,[NULL],9000
111,15,0,[NULL],9981
112,14,0,0,2
113,13,0,0,2
114,12,0,0,9998
117,9,0,0,2
118,8,0,0,9998
119,7,0,[NULL],9000
120,6,1,0,2
120,6,0,[NULL],9000
121,5,0,[NULL],9000
111,16,0,[NULL],9000
112,15,0,[NULL],9000
113,14,0,0,2
114,13,0,0,9998
117,10,0,0,2
118,9,0,0,9996
120,7,0,[NULL],9000
121,6,1,[NULL],9977
121,6,0,[NULL],9985
122,5,0,0,9998
123,4,0,[NULL],9977
124,3,0,[NULL],9985
126,1,0,[NULL],9995
127,0,0,[NULL],9997
113,15,0,0,2
116,12,0,0,4
117,11,0,0,9998
119,9,0,[NULL],9000
120,8,0,[NULL],9000
121,7,0,0,2
121,7,1,[NULL],9000
122,6,1,[NULL],9000
122,6,0,[NULL],9986
124,4,0,[NULL],9986
125,3,0,[NULL],9986
126,2,0,[NULL],9986
127,1,0,[NULL],9997
113,16,0,[NULL],9000
