stem,s,base,diff,level
97,0,0,[NULL],9000
98,1,0,[NULL],9000
99,0,0,[NULL],9000
99,1,0,[NULL],9000
99,2,0,[NULL],9000
100,1,0,[NULL],9000
102,1,0,[NULL],9000
103,0,0,[NULL],9961
103,1,0,[NULL],9961
103,2,1,[NULL],9000
103,2,0,[NULL],9961
104,1,1,[NULL],9000
104,1,0,[NULL],9961
103,3,0,[NULL],9000
104,2,0,[NULL],9000
105,2,0,[NULL],9000
105,2,1,[NULL],9000
106,1,0,[NULL],9000
105,3,0,[NULL],9000
106,2,0,[NULL],9000
105,4,0,[NULL],9000
106,3,0,[NULL],9000
106,5,0,[NULL],9000
107,4,0,[NULL],9000
110,1,0,[NULL],9961
111,0,0,0,9998
107,5,0,[NULL],9000
110,2,0,0,2
111,1,0,0,9997
107,6,0,[NULL],9000
110,3,0,[NULL],9971
111,2,1,[NULL],9000
111,2,0,0,9997
112,1,1,[NULL],9000
112,1,0,[NULL],9971
110,4,0,0,3
111,3,0,[NULL],9972
110,5,0,0,3
111,4,1,[NULL],9000
111,4,0,[NULL],9972
112,3,0,[NULL],9000
113,2,2,[NULL],9000
113,2,1,[NULL],9000
113,2,0,[NULL],9971
114,1,1,[NULL],9000
114,1,0,[NULL],9973
111,5,0,[NULL],9972
113,3,0,0,9998
114,2,1,[NULL],9000
114,2,0,[NULL],9973
111,6,0,[NULL],9972
112,5,0,0,2
113,4,0,[NULL],9000
114,3,2,[NULL],9000
114,3,1,[NULL],9971
114,3,0,0,9998
115,2,1,[NULL],9000
115,2,0,[NULL],9975
111,7,0,[NULL],9000
112,6,0,[NULL],9000
113,5,0,"0,1",2
114,4,0,0,9998
113,6,0,0,2
115,4,0,[NULL],9000
116,3,1,[NULL],9000
116,3,0,[NULL],9994
117,2,1,[NULL],9000
117,2,0,[NULL],9961
118,1,0,[NULL],9977
113,7,0,[NULL],9000
116,4,0,[NULL],9994
117,3,0,[NULL],9000
118,2,0,[NULL],9977
113,8,0,[NULL],9000
116,5,0,[NULL],9000
117,4,1,[NULL],9000
117,4,0,[NULL],9000
118,3,2,[NULL],9000
118,3,1,[NULL],9000
118,3,0,[NULL],9977
119,2,0,[NULL],9961
118,4,0,[NULL],9000
119,3,1,[NULL],9000
119,3,0,[NULL],9000
114,9,0,[NULL],9000
115,8,0,[NULL],9000
118,5,0,[NULL],9000
119,4,1,[NULL],9000
119,4,0,[NULL],9000
120,3,0,[NULL],9000
115,9,0,[NULL],9000
119,5,0,[NULL],9000
120,4,0,[NULL],9000
120,4,1,[NULL],9000
115,10,0,[NULL],9000
118,7,0,[NULL],9983
119,6,0,0,9998
120,5,0,[NULL],9000
118,8,0,0,2
119,7,0,0,9998
118,9,0,0,2
119,8,1,[NULL],9000
119,8,0,[NULL],9985
122,5,0,[NULL],9000
126,1,0,[NULL],9985
127,0,0,[NULL],9996
119,9,0,[NULL],9985
121,7,0,0,9998
122,6,0,0,9998
126,2,0,[NULL],9985
127,1,0,[NULL],9995
119,10,0,[NULL],9985
120,9,0,0,2
121,8,0,0,2
122,7,0,0,9998
126,3,0,[NULL],9985
127,2,2,[NULL],9000
127,2,1,[NULL],9985
127,2,0,[NULL],9995
128,1,1,[NULL],9000
128,1,0,[NULL],9989
119,11,0,[NULL],9000
120,10,0,[NULL],9000
121,9,0,0,2
122,8,0,0,9998
126,4,1,[NULL],9985
126,4,0,[NULL],9988
127,3,0,[NULL],9994
127,3,1,[NULL],9995
121,10,0,0,2
124,7,0,[NULL],9971
125,6,0,0,9998
126,5,0,0,9997
127,4,1,[NULL],9995
127,4,0,[NULL],9995
128,3,1,[NULL],9000
128,3,0,[NULL],9990
129,2,2,[NULL],9000
129,2,1,[NULL],9000
129,2,0,[NULL],9989
130,1,0,[NULL],9989
130,1,1,1,9998
121,11,0,[NULL],9000
124,8,0,0,2
125,7,0,0,9998
126,6,0,[NULL],9990
127,5,0,[NULL],9994
128,4,0,[NULL],9991
129,3,1,1,2
129,3,0,[NULL],9990
130,2,1,[NULL],9000
130,2,0,[NULL],9989
121,12,0,[NULL],9000
124,9,0,0,2
125,8,0,0,3
126,7,0,[NULL],9990
127,6,1,[NULL],9993
127,6,0,[NULL],9994
128,5,2,[NULL],9000
128,5,1,[NULL],9000
128,5,0,[NULL],9992
129,4,1,[NULL],9000
129,4,0,[NULL],9990
130,3,1,[NULL],9000
130,3,0,[NULL],9989
131,2,0,[NULL],9000
126,8,0,[NULL],9990
127,7,0,[NULL],9994
127,7,1,0,9997
128,6,0,1,9998
129,5,0,[NULL],9000
130,4,0,[NULL],9000
122,13,0,[NULL],9000
123,12,0,[NULL],9000
126,9,0,[NULL],9961
127,8,1,0,2
127,8,0,[NULL],9993
128,7,0,1,9998
129,6,1,[NULL],9000
129,6,0,[NULL],9992
130,5,1,[NULL],9000
130,5,0,[NULL],9993
131,4,0,[NULL],9000
132,3,0,[NULL],9993
133,2,2,[NULL],9000
133,2,1,[NULL],9961
133,2,0,[NULL],9989
134,1,0,[NULL],9993
134,1,1,0,9998
123,13,0,[NULL],9000
126,10,0,1,3
127,9,1,0,2
127,9,0,[NULL],9993
128,8,0,1,9996
130,6,0,[NULL],9000
131,5,0,[NULL],9989
133,3,0,1,2
134,2,0,[NULL],9993
134,2,1,[NULL],9997
123,14,0,[NULL],9000
126,11,0,[NULL],9995
127,10,0,[NULL],9993
130,7,1,[NULL],9000
130,7,0,[NULL],9971
131,6,1,[NULL],9000
131,6,0,0,9998
132,5,1,[NULL],9000
132,5,0,[NULL],9997
133,4,"0,1",[NULL],9995
133,4,1,[NULL],9998
134,3,3,[NULL],9000
134,3,1,[NULL],9993
134,3,2,[NULL],9995
134,3,0,[NULL],9998
135,2,2,[NULL],9000
135,2,1,[NULL],9961
135,2,0,[NULL],9989
126,12,0,[NULL],9995
127,11,0,[NULL],9993
130,8,0,0,2
131,7,0,0,9998
132,6,0,[NULL],9000
133,5,1,[NULL],9000
133,5,2,[NULL],9000
133,5,0,[NULL],9996
134,4,2,[NULL],9000
134,4,1,[NULL],9993
134,4,0,[NULL],9994
135,3,1,[NULL],9000
135,3,0,[NULL],9996
126,13,0,[NULL],9000
127,12,1,0,4
127,12,0,[NULL],9993
130,9,0,0,2
131,8,0,[NULL],9000
132,7,0,[NULL],9000
133,6,2,[NULL],9000
133,6,1,[NULL],9000
133,6,0,[NULL],9996
134,5,1,[NULL],9000
134,5,2,[NULL],9000
134,5,0,1,9998
135,4,0,[NULL],9961
135,4,1,[NULL],9997
136,3,3,[NULL],9000
136,3,2,[NULL],9000
136,3,1,[NULL],9989
136,3,0,[NULL],9998
137,2,1,[NULL],9000
137,2,0,[NULL],9998
127,13,0,[NULL],9993
129,11,0,[NULL],9998
130,10,0,[NULL],9998
133,7,1,0,2
133,7,0,[NULL],9997
134,6,1,[NULL],9000
134,6,0,[NULL],9998
135,5,0,[NULL],9000
136,4,3,[NULL],9000
136,4,2,[NULL],9961
136,4,1,[NULL],9989
136,4,0,[NULL],9998
137,3,1,[NULL],9000
137,3,0,[NULL],9998
