stem,s,base,diff,level
93,0,0,[NULL],9000
94,1,0,[NULL],9000
95,0,0,[NULL],9000
95,1,0,[NULL],9000
95,2,0,[NULL],9000
96,1,0,[NULL],9000
99,1,0,[NULL],9958
99,2,0,[NULL],9958
100,1,0,[NULL],9000
99,3,0,[NULL],9000
100,2,0,[NULL],9000
101,2,0,[NULL],9000
101,3,0,[NULL],9000
102,2,0,[NULL],9000
101,4,0,[NULL],9000
102,3,0,[NULL],9000
103,2,0,0,9998
104,1,0,[NULL],9963
102,4,0,0,2
103,3,0,[NULL],9964
102,5,0,[NULL],9000
103,4,0,[NULL],9000
105,2,0,[NULL],9963
106,1,0,[NULL],9965
103,5,0,[NULL],9000
105,3,0,[NULL],9000
106,2,0,[NULL],9958
103,6,0,[NULL],9000
106,3,0,[NULL],9958
107,2,0,[NULL],9000
108,1,0,[NULL],9000
107,4,0,[NULL],9000
108,3,0,[NULL],9000
109,2,0,[NULL],9000
107,5,0,[NULL],9970
110,2,0,[NULL],9970
107,6,0,[NULL],9970
108,5,0,[NULL],9000
110,3,0,[NULL],9970
111,2,0,[NULL],9963
107,7,0,[NULL],9000
108,6,0,[NULL],9000
110,4,0,[NULL],9964
111,3,0,0,9997
111,4,0,0,9997
112,3,0,[NULL],9000
113,2,1,[NULL],9965
113,2,0,[NULL],9973
114,1,0,0,9998
109,7,0,[NULL],9000
110,6,0,0,3
111,5,0,0,9997
113,3,0,0,2
114,2,1,[NULL],9974
114,2,0,[NULL],9974
109,8,0,[NULL],9000
110,7,0,0,3
111,6,0,[NULL],9975
113,4,0,[NULL],9000
114,3,0,[NULL],9973
114,3,1,[NULL],9974
110,8,0,0,3
111,7,0,[NULL],9975
113,5,0,[NULL],9958
114,4,1,[NULL],9000
114,4,0,0,9998
115,3,1,[NULL],9000
115,3,0,[NULL],9000
110,9,0,[NULL],9000
111,8,0,[NULL],9000
113,6,0,0,2
114,5,0,0,9998
117,2,0,[NULL],9977
118,1,0,[NULL],9997
111,9,0,[NULL],9000
113,7,0,0,2
114,6,0,[NULL],9000
116,4,0,[NULL],9000
117,3,0,[NULL],9000
118,2,0,[NULL],9997
111,10,0,[NULL],9000
116,5,0,0,9997
117,4,0,[NULL],9000
118,3,0,[NULL],9963
118,3,1,[NULL],9979
119,2,0,[NULL],9979
116,6,0,[NULL],9000
117,5,1,[NULL],9000
117,5,0,0,9998
118,4,1,[NULL],9000
118,4,0,[NULL],9979
119,3,0,[NULL],9980
115,8,0,0,3
116,7,0,0,2
117,6,0,0,9997
118,5,0,[NULL],9981
119,4,0,[NULL],9981
120,3,0,[NULL],9963
115,9,0,[NULL],9982
119,5,0,[NULL],9958
