stem,s,base,diff,level
77,0,0,[NULL],9000
78,1,0,[NULL],9000
79,0,0,[NULL],9000
79,1,0,[NULL],9000
79,2,0,[NULL],9000
80,1,0,[NULL],9000
83,1,0,[NULL],9000
83,2,0,[NULL],9000
84,1,0,[NULL],9000
83,3,0,[NULL],9000
84,2,0,[NULL],9000
85,2,0,[NULL],9000
85,3,0,[NULL],9000
86,2,0,[NULL],9000
85,4,0,[NULL],9000
86,3,0,[NULL],9000
87,2,0,0,9998
88,1,0,[NULL],9000
86,4,0,0,2
87,3,0,[NULL],9000
86,5,0,[NULL],9000
87,4,0,[NULL],9000
89,2,0,[NULL],9000
90,1,0,[NULL],9000
87,5,0,[NULL],9000
89,3,0,[NULL],9000
90,2,0,[NULL],9000
87,6,0,[NULL],9000
90,3,0,[NULL],9000
91,2,0,[NULL],9000
92,1,0,[NULL],9000
91,4,0,[NULL],9000
92,3,0,[NULL],9000
93,2,0,[NULL],9000
94,1,0,[NULL],9000
95,0,0,1,9998
91,5,0,[NULL],9000
94,2,1,0,2
94,2,0,[NULL],9000
95,1,0,1,9998
91,6,0,[NULL],9000
92,5,0,[NULL],9000
94,3,1,0,2
94,3,0,[NULL],9000
95,2,2,[NULL],9000
95,2,1,[NULL],9000
95,2,0,0,9996
96,1,0,[NULL],9955
91,7,0,[NULL],9000
92,6,0,[NULL],9000
94,4,0,[NULL],9000
95,3,0,0,9996
95,4,0,0,9996
96,3,0,[NULL],9000
97,2,1,[NULL],9000
97,2,0,[NULL],9955
98,1,0,[NULL],9957
93,7,0,[NULL],9000
94,6,0,0,4
95,5,0,[NULL],9000
97,3,0,[NULL],9000
98,2,0,[NULL],9957
98,2,1,[NULL],9958
93,8,0,[NULL],9000
94,7,0,0,4
95,6,0,[NULL],9000
97,4,0,[NULL],9000
98,3,0,[NULL],9955
98,3,1,[NULL],9958
94,8,0,0,4
95,7,0,[NULL],9000
97,5,0,[NULL],9000
98,4,1,[NULL],9000
98,4,0,0,9998
99,3,1,[NULL],9000
99,3,0,[NULL],9000
94,9,0,[NULL],9000
95,8,0,[NULL],9000
97,6,0,0,2
98,5,0,0,9998
101,2,0,[NULL],9957
102,1,0,[NULL],9996
95,9,0,[NULL],9000
97,7,0,0,2
98,6,0,[NULL],9000
100,4,0,[NULL],9000
101,3,0,[NULL],9000
102,2,0,[NULL],9962
95,10,0,[NULL],9000
100,5,0,0,9997
101,4,0,[NULL],9000
102,3,0,[NULL],9000
102,3,1,[NULL],9962
103,2,0,[NULL],9955
100,6,0,[NULL],9000
101,5,1,[NULL],9000
101,5,0,0,9998
102,4,1,[NULL],9000
102,4,0,[NULL],9962
103,3,0,[NULL],9964
99,8,0,0,3
100,7,0,0,2
101,6,0,0,9997
102,5,0,[NULL],9965
103,4,0,[NULL],9965
104,3,0,[NULL],9000
99,9,0,[NULL],9966
103,5,0,[NULL],9000
104,4,0,[NULL],9955
99,10,0,[NULL],9966
100,9,0,0,3
103,6,0,[NULL],9000
104,5,0,[NULL],9967
107,2,0,[NULL],9000
108,1,0,[NULL],9000
99,11,0,[NULL],9000
100,10,0,[NULL],9000
103,7,0,[NULL],9000
104,6,0,[NULL],9000
103,8,0,0,9998
108,3,0,[NULL],9000
109,2,1,[NULL],9000
109,2,0,[NULL],9000
110,1,0,0,9998
101,11,0,[NULL],9000
102,10,0,0,2
103,9,0,0,9998
106,6,0,[NULL],9000
109,3,0,0,2
110,2,0,[NULL],9000
101,12,0,[NULL],9000
102,11,0,0,2
103,10,0,0,9998
106,7,0,[NULL],9000
107,6,0,0,9996
108,5,1,[NULL],9000
108,5,0,[NULL],9000
109,4,0,[NULL],9000
110,3,0,[NULL],9000
111,2,0,[NULL],9000
102,12,0,0,2
103,11,0,[NULL],9972
105,9,0,[NULL],9000
106,8,0,0,9998
102,13,0,[NULL],9000
103,12,0,[NULL],9000
105,10,0,0,2
106,9,0,0,9998
109,6,0,[NULL],9000
103,13,0,[NULL],9000
105,11,0,0,2
106,10,0,0,4
111,5,0,[NULL],9974
112,4,0,[NULL],9986
114,2,0,0,9997
103,14,0,[NULL],9000
108,9,0,0,9997
109,8,0,0,9998
110,7,0,[NULL],9975
111,6,0,0,9998
112,5,0,[NULL],9987
113,4,0,[NULL],9997
114,3,1,[NULL],9975
114,3,0,1,9997
115,2,0,[NULL],9000
108,10,0,0,2
109,9,0,0,9998
110,8,0,0,2
111,7,0,0,9998
113,5,0,0,3
114,4,0,[NULL],9000
115,3,0,[NULL],9000
107,12,0,0,3
108,11,0,0,2
109,10,0,0,9997
110,9,0,0,2
111,8,0,0,9998
112,7,0,[NULL],9000
113,6,1,0,3
113,6,0,[NULL],9977
114,5,1,[NULL],9000
114,5,0,[NULL],9977
115,4,0,[NULL],9977
116,3,1,[NULL],9000
116,3,0,[NULL],9977
117,2,0,0,9998
107,13,0,[NULL],9978
110,10,0,0,2
111,9,1,[NULL],9000
111,9,0,0,9998
112,8,0,1,9998
113,7,0,0,9997
114,6,1,[NULL],9000
114,6,0,[NULL],9977
115,5,0,[NULL],9000
116,4,0,0,2
116,4,1,[NULL],9000
117,3,0,[NULL],9978
107,14,0,[NULL],9978
108,13,0,0,3
110,11,0,0,2
111,10,1,0,2
111,10,0,0,9998
112,9,0,1,9998
114,7,0,[NULL],9977
115,6,0,[NULL],9000
116,5,0,[NULL],9000
117,4,0,[NULL],9000
118,3,0,2,9998
119,2,0,[NULL],9996
107,15,0,[NULL],9000
108,14,0,[NULL],9000
110,12,0,0,2
111,11,1,0,2
111,11,0,0,9997
112,10,0,0,3
116,6,0,[NULL],9980
117,5,2,0,2
117,5,"0,1",[NULL],9980
117,5,1,[NULL],9980
118,4,0,[NULL],9996
118,4,2,[NULL],9996
118,4,1,1,9997
119,3,0,"0,1",9998
111,12,0,0,9997
114,9,0,0,9996
115,8,"0,1",[NULL],9000
115,8,1,0,9998
116,7,0,[NULL],9981
117,6,1,[NULL],9000
117,6,0,[NULL],9980
118,5,"0,1",0,2
118,5,1,[NULL],9000
119,4,0,[NULL],9998
120,3,1,[NULL],9000
120,3,0,[NULL],9982
121,2,0,[NULL],9981
109,15,0,[NULL],9000
110,14,0,0,3
111,13,0,0,9997
114,10,0,1,2
115,9,0,0,9998
117,7,1,"1,2",3
117,7,0,[NULL],9980
118,6,2,[NULL],9000
118,6,1,[NULL],9000
118,6,0,"0,1",9998
119,5,0,[NULL],9984
120,4,2,[NULL],9000
120,4,1,[NULL],9983
120,4,0,[NULL],9997
121,3,1,[NULL],9981
121,3,0,0,9998
109,16,0,[NULL],9000
110,15,0,0,3
111,14,0,[NULL],9983
114,11,0,0,2
115,10,0,0,9996
116,9,0,[NULL],9000
117,8,"0,1",0,2
117,8,1,[NULL],9000
118,7,2,[NULL],9000
118,7,1,[NULL],9983
118,7,0,0,9998
119,6,0,[NULL],9985
120,5,0,0,2
120,5,1,[NULL],9000
121,4,3,[NULL],9000
121,4,2,[NULL],9000
121,4,1,[NULL],9983
121,4,0,0,9998
122,3,1,[NULL],9000
122,3,0,[NULL],9983
110,16,0,0,3
111,15,0,[NULL],9983
113,13,0,0,4
114,12,0,0,9998
117,9,0,0,2
117,9,1,[NULL],9000
118,8,0,"0,1",9998
118,8,1,0,9998
119,7,0,[NULL],9000
120,6,0,0,2
121,5,0,[NULL],9000
110,17,0,[NULL],9000
111,16,0,[NULL],9000
113,14,0,0,2
114,13,0,0,9998
117,10,"0,1",0,2
117,10,1,"0,1",2
118,9,0,0,9998
120,7,0,[NULL],9000
121,6,1,[NULL],9977
121,6,0,[NULL],9985
122,5,1,[NULL],9000
122,5,2,[NULL],9000
122,5,0,0,9998
123,4,1,[NULL],9000
123,4,0,[NULL],9977
124,3,0,[NULL],9997
126,1,0,[NULL],9995
127,0,0,[NULL],9997
111,17,0,[NULL],9000
113,15,0,0,2
114,14,0,0,4
117,11,0,0,2
118,10,0,[NULL],9000
121,7,0,0,2
122,6,0,[NULL],9000
122,6,2,[NULL],9986
122,6,1,[NULL],9986
125,3,0,[NULL],9996
126,2,0,[NULL],9986
127,1,0,[NULL],9997
111,18,0,[NULL],9000
116,13,0,0,9997
117,12,0,0,9998
120,9,0,0,9996
121,8,0,[NULL],9987
122,7,0,[NULL],9985
122,7,1,[NULL],9986
123,6,0,[NULL],9000
124,5,0,[NULL],9997
124,5,1,[NULL],9997
125,4,"0,1",[NULL],9997
125,4,1,0,9998
126,3,0,[NULL],9986
127,2,1,[NULL],9994
127,2,0,[NULL],9997
128,1,0,[NULL],9989
116,14,0,0,2
117,13,0,0,9998
122,8,0,[NULL],9000
123,7,0,[NULL],9000
123,7,1,[NULL],9000
124,6,0,0,2
124,6,1,[NULL],9000
125,5,1,[NULL],9988
125,5,2,[NULL],9988
125,5,0,[NULL],9997
126,4,1,[NULL],9986
126,4,0,1,9998
127,3,0,[NULL],9997
115,16,0,0,3
116,15,0,0,2
117,14,0,0,9997
122,9,0,[NULL],9000
123,8,0,[NULL],3
124,7,0,[NULL],9000
125,6,1,0,2
125,6,0,[NULL],9989
126,5,2,[NULL],9986
126,5,3,[NULL],9989
126,5,1,[NULL],9989
126,5,0,0,9998
127,4,1,[NULL],9997
127,4,0,[NULL],9997
