stem,s,base,diff,level
15,0,0,[NULL],9000
17,1,0,[NULL],9000
18,2,0,[NULL],9000
19,1,0,[NULL],9000
19,2,0,[NULL],9000
20,1,0,[NULL],9000
19,3,0,[NULL],9000
22,2,0,[NULL],9000
23,1,0,[NULL],9000
23,2,1,[NULL],9000
23,2,0,[NULL],9000
24,1,0,[NULL],9000
23,3,0,[NULL],9000
24,2,0,[NULL],9000
23,4,0,[NULL],9000
24,3,0,[NULL],9000
25,2,0,[NULL],9000
26,1,0,[NULL],9000
25,3,0,[NULL],9000
26,2,0,[NULL],9000
25,4,0,[NULL],9000
26,3,0,[NULL],9000
25,5,0,[NULL],9000
30,1,0,[NULL],9000
31,0,0,0,9997
26,6,0,[NULL],9000
27,5,0,[NULL],9000
30,2,0,[NULL],9000
31,1,0,0,9996
27,6,0,[NULL],9000
30,3,0,0,3
31,2,1,[NULL],9000
31,2,0,0,9996
32,1,0,[NULL],9000
27,7,0,[NULL],9000
30,4,0,[NULL],9000
31,3,0,[NULL],9000
32,2,0,[NULL],9000
30,5,0,0,4
31,4,0,[NULL],9000
32,3,0,[NULL],9000
33,2,0,[NULL],9000
33,2,1,[NULL],9000
34,1,0,[NULL],9000
30,6,0,0,4
31,5,1,[NULL],9000
31,5,0,[NULL],9000
33,3,0,[NULL],9000
34,2,1,[NULL],9000
34,2,0,[NULL],9000
31,6,0,[NULL],9000
33,4,0,0,9998
34,3,1,[NULL],9000
34,3,0,[NULL],9000
35,2,0,[NULL],9000
31,7,0,[NULL],9000
32,6,0,0,2
33,5,0,[NULL],9000
34,4,1,[NULL],9000
34,4,0,0,9998
35,3,0,[NULL],9000
31,8,0,[NULL],9000
32,7,0,[NULL],9000
33,6,0,0,2
34,5,0,0,9998
35,4,0,[NULL],9000
36,3,0,[NULL],9000
37,2,0,[NULL],9000
38,1,0,[NULL],9000
33,7,0,0,2
36,4,0,[NULL],9993
37,3,1,[NULL],9000
37,3,0,[NULL],9000
38,2,0,[NULL],9000
33,8,0,[NULL],9000
36,5,0,[NULL],9000
37,4,0,[NULL],9000
38,3,1,[NULL],9000
38,3,0,[NULL],9000
39,2,0,[NULL],9000
33,9,0,[NULL],9000
36,6,0,[NULL],9000
37,5,0,[NULL],9000
38,4,1,[NULL],9000
38,4,0,[NULL],9000
39,3,0,[NULL],9000
38,5,0,[NULL],9000
39,4,1,[NULL],9000
39,4,0,[NULL],9000
40,3,0,[NULL],9000
34,10,0,[NULL],9000
35,9,0,[NULL],9000
39,5,0,[NULL],9000
40,4,0,[NULL],9000
35,10,0,[NULL],9000
39,6,0,[NULL],9000
40,5,1,[NULL],9000
40,5,0,[NULL],9000
35,11,0,[NULL],9000
38,8,0,[NULL],9000
39,7,0,0,9998
38,9,0,0,2
39,8,0,0,9998
45,2,0,[NULL],9000
46,1,0,[NULL],9000
38,10,0,0,2
39,9,1,[NULL],9000
39,9,0,[NULL],9000
42,6,0,[NULL],9000
39,10,0,[NULL],9000
41,8,0,0,9998
42,7,0,0,9998
39,11,0,[NULL],9000
40,10,0,0,2
41,9,0,0,2
42,8,0,0,9998
46,4,0,[NULL],9000
47,3,1,[NULL],9000
47,3,0,[NULL],9000
48,2,0,[NULL],9000
39,12,0,[NULL],9000
40,11,0,[NULL],9000
41,10,0,0,2
42,9,0,0,9998
41,11,0,0,2
44,8,0,[NULL],9000
45,7,0,0,9998
46,6,0,0,9997
47,5,0,[NULL],9000
47,5,1,0,9998
48,4,0,[NULL],9000
48,4,1,[NULL],9000
49,3,0,[NULL],9000
50,2,0,1,9997
41,12,0,[NULL],9000
44,9,0,0,2
45,8,0,0,9998
