stem,s,base,diff,level
41,0,0,[NULL],9000
42,1,0,[NULL],9000
43,0,0,[NULL],9000
43,1,0,[NULL],9000
43,2,0,[NULL],9000
44,1,0,[NULL],9000
46,1,0,[NULL],9000
47,0,0,[NULL],9000
47,1,0,[NULL],9000
47,2,1,[NULL],9000
47,2,0,[NULL],9000
48,1,1,[NULL],9000
48,1,0,[NULL],9000
47,3,0,[NULL],9000
48,2,0,[NULL],9000
49,2,0,[NULL],9000
49,2,1,[NULL],9000
50,1,0,[NULL],9000
49,3,0,[NULL],9000
50,2,0,[NULL],9000
49,4,0,[NULL],9000
50,3,0,[NULL],9000
50,5,0,[NULL],9000
51,4,0,[NULL],9000
51,5,0,[NULL],9000
51,6,0,[NULL],9000
54,3,0,[NULL],9000
55,2,0,0,9998
56,1,0,[NULL],9000
54,4,0,0,2
55,3,0,0,9998
54,5,0,0,2
55,4,1,[NULL],9000
55,4,0,[NULL],9000
56,3,0,[NULL],9000
57,2,1,[NULL],9000
57,2,0,[NULL],9000
58,1,0,[NULL],9000
55,5,0,[NULL],9000
57,3,0,0,9998
58,2,1,[NULL],9000
58,2,0,[NULL],9000
55,6,0,[NULL],9000
56,5,0,0,2
57,4,0,[NULL],9000
58,3,2,[NULL],9000
58,3,0,[NULL],9000
58,3,1,0,9998
59,2,1,[NULL],9000
59,2,0,[NULL],9000
55,7,0,[NULL],9000
56,6,0,[NULL],9000
57,5,0,1,2
58,4,0,0,9998
57,6,0,0,2
59,4,0,[NULL],9000
60,3,1,[NULL],9000
60,3,0,[NULL],9994
61,2,0,[NULL],9000
62,1,0,[NULL],9000
63,0,0,1,9997
57,7,0,[NULL],9000
60,4,0,[NULL],9994
61,3,0,[NULL],9000
62,2,1,[NULL],9000
62,2,0,[NULL],9000
63,1,0,1,9997
57,8,0,[NULL],9000
60,5,0,[NULL],9000
61,4,1,[NULL],9000
61,4,0,[NULL],9000
62,3,1,0,3
62,3,2,[NULL],9000
62,3,0,[NULL],9000
63,2,1,[NULL],9000
63,2,0,0,9996
64,1,0,[NULL],9000
62,4,1,0,3
62,4,0,[NULL],9000
63,3,2,[NULL],9000
63,3,0,[NULL],9000
63,3,1,0,9995
58,9,0,[NULL],9000
59,8,0,[NULL],9000
62,5,1,[NULL],9000
62,5,0,[NULL],9000
63,4,2,[NULL],9000
63,4,1,[NULL],9000
63,4,0,0,9995
64,3,0,[NULL],9000
65,2,0,[NULL],9000
66,1,0,[NULL],9000
59,9,0,[NULL],9000
62,6,0,0,4
63,5,1,[NULL],9000
63,5,0,[NULL],9000
64,4,0,[NULL],9000
64,4,1,[NULL],9000
65,3,0,[NULL],9000
66,2,0,[NULL],9000
59,10,0,[NULL],9000
62,7,0,[NULL],9000
63,6,0,[NULL],9000
64,5,0,[NULL],9000
65,4,0,[NULL],9000
66,3,0,[NULL],9000
62,8,0,1,5
63,7,0,[NULL],9000
62,9,0,0,5
63,8,1,[NULL],9000
63,8,0,[NULL],9000
66,5,0,[NULL],9000
69,2,0,[NULL],9000
70,1,0,[NULL],9000
63,9,0,[NULL],9000
65,7,0,0,9998
66,6,0,0,9998
69,3,0,[NULL],9000
70,2,0,[NULL],9000
63,10,0,[NULL],9000
64,9,0,0,2
65,8,0,0,2
66,7,0,0,9998
69,4,0,[NULL],9000
70,3,0,[NULL],9000
70,3,1,[NULL],9000
71,2,1,[NULL],9000
71,2,0,[NULL],9000
72,1,0,[NULL],9000
63,11,0,[NULL],9000
64,10,0,[NULL],9000
65,9,0,0,2
66,8,0,0,9998
69,5,0,[NULL],9000
70,4,1,[NULL],9000
70,4,0,0,9996
71,3,0,[NULL],9000
65,10,0,0,2
68,7,0,[NULL],9000
69,6,0,0,9998
71,4,0,[NULL],9000
72,3,1,[NULL],9000
72,3,0,[NULL],9000
73,2,1,[NULL],9000
73,2,0,[NULL],9000
74,1,0,0,9998
65,11,0,[NULL],9000
68,8,0,0,2
69,7,0,0,9998
72,4,0,[NULL],9000
73,3,0,0,2
74,2,0,[NULL],9000
65,12,0,[NULL],9000
68,9,0,0,2
69,8,0,0,4
71,6,0,[NULL],9000
72,5,2,[NULL],9000
72,5,1,[NULL],9000
