stem,s,base,diff,level
13,0,0,[NULL],9000
14,1,0,[NULL],9000
15,0,0,[NULL],9000
15,1,0,[NULL],9000
15,2,0,[NULL],9000
16,1,0,[NULL],9000
19,1,0,[NULL],9000
19,2,0,[NULL],9000
20,1,0,[NULL],9000
19,3,0,[NULL],9000
20,2,0,[NULL],9000
21,2,0,[NULL],9000
21,3,0,[NULL],9000
22,2,0,[NULL],9000
21,4,0,[NULL],9000
22,3,0,[NULL],9000
23,2,0,0,9998
24,1,0,[NULL],9000
22,4,0,0,2
23,3,0,[NULL],9000
22,5,0,[NULL],9000
23,4,0,[NULL],9000
25,2,0,[NULL],9000
26,1,0,[NULL],9000
23,5,0,[NULL],9000
25,3,0,[NULL],9000
26,2,0,[NULL],9000
23,6,0,[NULL],9000
26,3,0,[NULL],9000
27,2,0,[NULL],9000
28,1,0,[NULL],9000
27,4,0,[NULL],9000
28,3,0,[NULL],9000
29,2,0,[NULL],9000
30,1,0,[NULL],9000
31,0,0,1,9998
27,5,0,[NULL],9000
30,2,1,0,2
30,2,0,[NULL],9000
31,1,0,1,9998
27,6,0,[NULL],9000
28,5,0,[NULL],9000
30,3,1,0,2
30,3,0,[NULL],9000
31,2,2,[NULL],9000
31,2,1,[NULL],9000
31,2,0,0,9996
32,1,0,[NULL],9000
27,7,0,[NULL],9000
28,6,0,[NULL],9000
30,4,0,[NULL],9000
31,3,0,0,9996
31,4,0,0,9996
32,3,0,[NULL],9000
33,2,0,[NULL],9000
33,2,1,[NULL],9000
34,1,0,[NULL],9000
29,7,0,[NULL],9000
30,6,0,0,4
31,5,0,[NULL],9000
33,3,0,[NULL],9000
34,2,0,[NULL],9000
34,2,1,[NULL],9000
29,8,0,[NULL],9000
30,7,0,0,4
31,6,0,[NULL],9000
33,4,0,[NULL],9000
34,3,0,[NULL],9000
34,3,1,[NULL],9000
30,8,0,0,4
31,7,0,[NULL],9000
33,5,0,[NULL],9000
34,4,1,[NULL],9000
34,4,0,0,9998
35,3,1,[NULL],9000
35,3,0,[NULL],9000
30,9,0,[NULL],9000
31,8,0,[NULL],9000
33,6,0,0,2
34,5,0,0,9998
37,2,0,[NULL],9000
38,1,0,1,9996
31,9,0,[NULL],9000
33,7,0,0,2
34,6,0,[NULL],9000
36,4,0,[NULL],9000
37,3,0,[NULL],9000
38,2,0,[NULL],9000
31,10,0,[NULL],9000
36,5,0,0,9997
37,4,0,[NULL],9000
38,3,"0,1",[NULL],9000
38,3,1,[NULL],9000
39,2,0,[NULL],9000
36,6,0,[NULL],9000
37,5,1,0,4
37,5,0,0,9998
38,4,1,[NULL],9000
38,4,0,[NULL],9000
39,3,0,[NULL],9000
35,8,0,0,3
36,7,0,0,2
37,6,0,0,9997
38,5,0,[NULL],9000
39,4,0,[NULL],9000
40,3,0,[NULL],9000
35,9,0,[NULL],9000
39,5,0,[NULL],9000
40,4,0,[NULL],9000
35,10,0,[NULL],9000
36,9,0,0,3
39,6,0,[NULL],9000
40,5,0,[NULL],9000
43,2,0,[NULL],9000
44,1,0,[NULL],9000
