stem,s,base,diff,level
95,0,0,[NULL],9000
97,1,0,[NULL],9000
98,2,0,[NULL],9000
99,1,0,[NULL],9000
99,2,0,[NULL],9000
100,1,0,[NULL],9000
99,3,0,[NULL],9000
102,2,0,[NULL],9000
103,1,0,[NULL],9962
103,2,1,[NULL],9000
103,2,0,[NULL],9962
104,1,0,[NULL],9963
103,3,0,[NULL],9962
104,2,0,[NULL],9000
103,4,0,[NULL],9000
104,3,0,[NULL],9000
105,2,0,[NULL],9963
106,1,0,[NULL],9965
105,3,0,[NULL],9000
106,2,0,[NULL],9000
105,4,0,[NULL],9000
106,3,0,[NULL],9000
105,5,0,[NULL],9000
106,6,0,[NULL],9000
107,5,0,[NULL],9000
110,2,0,[NULL],9962
111,1,0,0,9998
107,6,0,[NULL],9000
110,3,0,0,2
111,2,1,[NULL],9000
111,2,0,0,9997
112,1,0,[NULL],9993
107,7,0,[NULL],9000
110,4,0,[NULL],9972
111,3,0,0,9997
112,2,0,[NULL],9000
110,5,0,0,3
111,4,0,[NULL],9973
112,3,0,[NULL],9000
113,2,1,[NULL],9965
113,2,0,[NULL],9973
114,1,0,[NULL],9973
110,6,0,0,3
111,5,1,[NULL],9000
111,5,0,[NULL],9973
113,3,0,[NULL],9000
114,2,1,[NULL],9000
114,2,0,[NULL],9973
111,6,0,[NULL],9973
113,4,0,0,9998
114,3,1,[NULL],9000
114,3,0,[NULL],9973
115,2,0,[NULL],9000
111,7,0,[NULL],9973
112,6,0,0,2
113,5,0,[NULL],9000
114,4,1,[NULL],9000
114,4,0,0,9998
115,3,0,[NULL],9000
111,8,0,[NULL],9000
112,7,0,[NULL],9000
113,6,0,0,2
114,5,0,0,9998
115,4,0,[NULL],9000
116,3,0,[NULL],9000
117,2,0,[NULL],9973
118,1,0,[NULL],9977
113,7,0,0,2
116,4,0,[NULL],9994
117,3,1,[NULL],9000
117,3,0,[NULL],9000
118,2,0,[NULL],9977
113,8,0,[NULL],9000
116,5,0,[NULL],9994
117,4,0,[NULL],9979
118,3,1,[NULL],9000
118,3,0,[NULL],9977
119,2,0,[NULL],9977
113,9,0,[NULL],9000
116,6,0,[NULL],9000
117,5,0,[NULL],9000
118,4,1,[NULL],9000
118,4,0,[NULL],9977
119,3,0,[NULL],9980
118,5,0,[NULL],9000
119,4,1,[NULL],9000
119,4,0,[NULL],9000
120,3,0,[NULL],9963
114,10,0,[NULL],9000
115,9,0,[NULL],9000
119,5,0,[NULL],9000
120,4,0,[NULL],9000
115,10,0,[NULL],9000
119,6,0,[NULL],9000
120,5,1,[NULL],9000
120,5,0,[NULL],9000
115,11,0,[NULL],9000
118,8,0,[NULL],9984
119,7,0,0,9998
118,9,0,0,2
119,8,0,0,9998
126,1,0,[NULL],9000
127,0,0,[NULL],9996
118,10,0,0,2
119,9,1,[NULL],9000
119,9,0,[NULL],9986
122,6,0,[NULL],9000
126,2,0,[NULL],9986
127,1,0,[NULL],9996
119,10,0,[NULL],9986
121,8,0,0,9998
122,7,0,0,9998
126,3,0,[NULL],9986
127,2,1,[NULL],9994
127,2,0,[NULL],9995
128,1,0,[NULL],9989
119,11,0,[NULL],9986
120,10,0,0,2
121,9,0,0,2
122,8,0,0,9998
126,4,1,[NULL],9986
126,4,0,[NULL],9988
127,3,2,[NULL],9000
127,3,1,[NULL],9995
127,3,0,[NULL],9998
128,2,0,[NULL],9000
119,12,0,[NULL],9000
120,11,0,[NULL],9000
121,10,0,0,2
122,9,0,0,9998
126,5,0,[NULL],9986
127,4,0,[NULL],9995
128,3,0,[NULL],9000
129,2,0,[NULL],9989
129,2,1,[NULL],9989
130,1,0,[NULL],9989
121,11,0,0,2
124,8,0,[NULL],9972
125,7,0,0,9998
126,6,0,0,9997
127,5,0,[NULL],9000
127,5,1,[NULL],9995
128,4,0,[NULL],9000
128,4,1,[NULL],9991
129,3,1,[NULL],9000
129,3,0,[NULL],9000
130,2,0,[NULL],9989
130,2,1,1,9997
121,12,0,[NULL],9000
124,9,0,0,2
125,8,0,0,9998
126,7,0,[NULL],9991
127,6,1,[NULL],9994
127,6,0,[NULL],9996
128,5,0,[NULL],9000
128,5,1,[NULL],9992
129,4,"0,1",[NULL],9000
129,4,1,[NULL],9991
130,3,1,[NULL],9000
130,3,0,[NULL],9989
131,2,0,[NULL],9000
121,13,0,[NULL],9000
124,10,0,0,2
125,9,0,0,3
126,8,0,[NULL],9991
127,7,0,[NULL],9994
128,6,0,[NULL],9000
129,5,1,1,3
129,5,0,[NULL],9000
130,4,1,[NULL],9000
130,4,0,[NULL],9000
126,9,0,[NULL],9991
127,8,0,[NULL],9994
127,8,1,0,9997
128,7,0,1,9998
129,6,0,[NULL],9992
130,5,0,[NULL],9993
132,3,0,[NULL],9993
133,2,0,[NULL],9989
133,2,1,[NULL],9993
134,1,0,[NULL],9994
122,14,0,[NULL],9000
123,13,0,[NULL],9000
126,10,0,[NULL],9962
127,9,1,0,2
127,9,0,[NULL],9994
128,8,0,1,9998
129,7,0,[NULL],9000
130,6,1,[NULL],9000
130,6,0,[NULL],9993
131,5,1,[NULL],9000
131,5,0,[NULL],9994
133,3,1,[NULL],9000
