stem,s,base,diff,level
91,0,0,[NULL],9000
93,1,0,[NULL],9000
94,1,0,[NULL],9000
95,0,0,[NULL],9000
94,2,0,[NULL],9000
95,1,0,[NULL],9000
95,2,0,[NULL],9000
96,1,0,[NULL],9000
95,3,0,[NULL],9000
97,2,0,[NULL],9000
98,1,0,[NULL],9000
99,2,0,[NULL],9959
99,3,0,[NULL],9959
100,2,0,[NULL],9000
99,4,0,[NULL],9000
100,3,0,[NULL],9000
101,4,0,[NULL],9000
102,3,0,[NULL],9000
103,2,0,0,9998
104,1,0,[NULL],9994
101,5,0,[NULL],9000
102,4,0,0,2
103,3,0,0,9998
102,5,0,0,2
103,4,0,[NULL],9965
105,2,0,[NULL],9965
106,1,0,[NULL],9000
102,6,0,[NULL],9000
103,5,0,[NULL],9000
105,3,0,[NULL],9966
106,2,0,[NULL],9966
103,6,0,[NULL],9000
105,4,0,[NULL],9000
106,3,"0,1",[NULL],9000
106,3,1,[NULL],9959
107,2,0,[NULL],9000
103,7,0,[NULL],9000
108,2,0,[NULL],9000
108,3,0,[NULL],9000
109,2,0,[NULL],9000
107,5,0,[NULL],9000
108,4,0,[NULL],9000
109,3,0,[NULL],9000
110,2,0,[NULL],9970
107,6,0,[NULL],9971
109,4,0,[NULL],9000
110,3,1,[NULL],9000
110,3,0,[NULL],9970
111,2,0,[NULL],9971
107,7,0,[NULL],9971
108,6,0,[NULL],9000
110,4,0,[NULL],9970
111,3,0,[NULL],9000
107,8,0,[NULL],9000
108,7,0,[NULL],9000
110,5,0,[NULL],9965
111,4,1,[NULL],9000
111,4,0,0,9997
112,3,0,[NULL],9000
113,2,0,[NULL],9973
114,1,0,0,9998
111,5,0,0,9997
113,3,0,0,2
114,2,0,0,9998
109,8,0,[NULL],9000
110,7,0,0,3
111,6,0,0,9997
113,4,0,0,2
114,3,0,[NULL],9973
114,3,1,[NULL],9975
109,9,0,[NULL],9000
110,8,0,0,3
111,7,0,[NULL],9976
114,4,0,[NULL],9975
110,9,0,0,3
111,8,0,[NULL],9976
113,6,0,[NULL],9959
114,5,1,[NULL],9000
114,5,0,0,9998
115,4,0,[NULL],9000
117,2,0,[NULL],9977
118,1,0,[NULL],9997
110,10,0,[NULL],9000
111,9,0,[NULL],9000
113,7,0,0,2
114,6,0,0,9998
117,3,0,[NULL],9970
118,2,0,[NULL],9997
111,10,0,[NULL],9000
113,8,0,0,2
114,7,0,[NULL],9000
116,5,0,[NULL],9000
117,4,0,[NULL],9000
118,3,0,[NULL],9971
118,3,1,[NULL],9979
119,2,0,[NULL],9979
111,11,0,[NULL],9000
116,6,0,0,9997
117,5,1,[NULL],9000
117,5,0,0,9998
118,4,1,[NULL],9979
118,4,0,[NULL],9980
119,3,0,[NULL],9980
116,7,0,0,2
117,6,0,0,9998
119,4,0,[NULL],9981
120,3,0,[NULL],9973
121,2,0,[NULL],9000
122,1,0,[NULL],9000
115,9,0,0,3
116,8,0,0,2
117,7,0,0,9997
120,4,0,[NULL],9980
115,10,0,[NULL],9983
119,6,0,[NULL],9959
120,5,0,[NULL],9983
115,11,0,[NULL],9983
116,10,0,0,3
119,7,0,[NULL],9959
120,6,0,0,9998
123,3,0,[NULL],9000
124,2,0,[NULL],9000
115,12,0,[NULL],9000
116,11,0,[NULL],9000
119,8,0,0,2
120,7,0,[NULL],9000
121,6,0,[NULL],9000
122,5,1,[NULL],9000
122,5,0,[NULL],9985
123,4,0,[NULL],9000
124,3,0,[NULL],9000
125,2,0,[NULL],9000
126,1,0,[NULL],9985
127,0,0,[NULL],9997
119,9,0,0,9998
122,6,0,0,9996
123,5,0,[NULL],9000
124,4,1,[NULL],9000
124,4,0,[NULL],9000
125,3,0,[NULL],9000
126,2,0,[NULL],9985
127,1,0,[NULL],9997
117,12,0,[NULL],9000
118,11,0,0,2
119,10,0,0,9998
122,7,0,[NULL],9000
123,6,0,0,9998
124,5,0,[NULL],9000
125,4,0,[NULL],9000
126,3,1,[NULL],9000
126,3,0,0,9998
127,2,2,[NULL],9000
127,2,1,[NULL],9996
127,2,0,[NULL],9997
128,1,0,[NULL],9989
117,13,0,[NULL],9000
118,12,0,0,2
119,11,0,0,9998
122,8,0,0,2
123,7,0,0,9996
124,6,0,[NULL],9000
125,5,0,0,2
126,4,1,[NULL],9000
126,4,0,[NULL],9988
127,3,0,[NULL],9996
118,13,0,0,2
119,12,0,[NULL],9989
121,10,0,0,4
122,9,0,0,9998
125,6,0,[NULL],9000
126,5,1,[NULL],9000
126,5,0,[NULL],9988
127,4,0,[NULL],9995
128,3,1,[NULL],9000
128,3,0,[NULL],9990
129,2,2,[NULL],9000
129,2,0,[NULL],9989
129,2,1,[NULL],9989
130,1,0,[NULL],9989
118,14,0,[NULL],9000
119,13,0,[NULL],9000
121,11,0,0,2
122,10,0,0,9998
125,7,0,[NULL],9000
126,6,0,[NULL],9988
127,5,0,[NULL],9995
129,3,0,[NULL],9989
130,2,0,[NULL],9989
119,14,0,[NULL],9000
121,12,0,0,2
122,11,0,0,4
126,7,0,[NULL],9000
127,6,0,[NULL],9995
129,4,0,[NULL],9000
130,3,0,[NULL],9989
130,3,1,[NULL],9991
119,15,0,[NULL],9000
124,10,0,0,9997
125,9,0,0,9998
126,8,0,[NULL],9992
127,7,0,[NULL],9995
128,6,0,[NULL],9000
129,5,0,[NULL],9992
130,4,1,[NULL],9991
130,4,0,[NULL],9992
131,3,0,[NULL],9000
124,11,0,0,2
125,10,0,0,9998
126,9,0,[NULL],9992
127,8,0,[NULL],9995
128,7,0,[NULL],9000
129,6,0,[NULL],9993
130,5,0,[NULL],9000
131,4,0,[NULL],9000
132,3,0,[NULL],9000
133,2,0,[NULL],9989
133,2,1,[NULL],9993
134,1,0,[NULL],9994
123,13,0,0,3
124,12,0,0,2
125,11,0,0,9997
126,10,0,[NULL],9992
127,9,0,[NULL],9994
130,6,0,[NULL],9994
131,5,0,[NULL],9000
132,4,0,[NULL],9994
133,3,0,[NULL],9993
134,2,0,[NULL],9994
123,14,0,[NULL],9995
126,11,0,[NULL],9992
127,10,1,[NULL],9959
127,10,0,[NULL],9994
128,9,0,1,9998
129,8,0,0,9997
130,7,0,[NULL],9993
132,5,0,[NULL],9000
133,4,1,[NULL],9000
133,4,0,[NULL],9993
134,3,1,[NULL],9000
134,3,0,[NULL],9994
134,3,2,1,9998
135,2,0,[NULL],9989
135,2,1,[NULL],9997
123,15,0,[NULL],9995
124,14,0,0,3
126,12,0,[NULL],9992
127,11,1,0,2
127,11,0,[NULL],9994
128,10,0,1,9998
132,6,0,[NULL],9000
133,5,1,2,2
133,5,0,[NULL],9996
134,4,0,[NULL],9994
134,4,1,1,9998
135,3,0,[NULL],9996
123,16,0,[NULL],9000
124,15,0,[NULL],9000
126,13,0,[NULL],9965
127,12,1,0,2
127,12,0,[NULL],9994
128,11,0,0,3
133,6,1,1,2
133,6,0,[NULL],9996
134,5,1,[NULL],9997
134,5,0,[NULL],9997
135,4,1,[NULL],9000
135,4,0,[NULL],9998
136,3,0,[NULL],9989
136,3,1,[NULL],9994
127,13,0,[NULL],9994
130,10,0,[NULL],9996
131,9,"0,1",[NULL],9000
131,9,1,[NULL],9998
132,8,0,[NULL],9000
133,7,2,[NULL],9000
133,7,1,[NULL],9996
133,7,0,[NULL],9998
134,6,2,[NULL],9000
134,6,1,[NULL],9996
134,6,0,[NULL],9998
135,5,0,[NULL],9998
136,4,1,[NULL],9989
136,4,2,[NULL],9997
136,4,0,[NULL],9998
137,3,1,[NULL],9997
137,3,0,[NULL],9998
