stem,s,base,diff,level
69,0,0,[NULL],9000
70,1,0,[NULL],9000
71,0,0,[NULL],9000
71,1,0,[NULL],9000
71,2,0,[NULL],9000
72,1,0,[NULL],9000
75,1,0,[NULL],9000
75,2,0,[NULL],9000
76,1,0,[NULL],9000
75,3,0,[NULL],9000
76,2,0,[NULL],9000
77,2,0,[NULL],9000
78,1,0,[NULL],9000
79,0,0,1,9998
77,3,0,[NULL],9000
78,2,1,0,2
78,2,0,[NULL],9000
79,1,0,0,9997
77,4,0,[NULL],9000
78,3,0,[NULL],9000
79,2,0,[NULL],9000
80,1,0,[NULL],9000
78,4,0,0,3
79,3,0,[NULL],9000
78,5,0,[NULL],9000
79,4,0,[NULL],9000
81,2,0,[NULL],9000
82,1,0,[NULL],9000
79,5,0,[NULL],9000
81,3,0,[NULL],9000
82,2,0,[NULL],9000
79,6,0,[NULL],9000
82,3,0,[NULL],9000
83,2,0,[NULL],9000
84,1,0,[NULL],9000
83,4,0,[NULL],9000
84,3,0,[NULL],9000
85,2,1,[NULL],9000
85,2,0,[NULL],9000
86,1,0,[NULL],9000
83,5,0,[NULL],9000
86,2,0,[NULL],9000
83,6,0,[NULL],9000
84,5,0,[NULL],9000
86,3,0,[NULL],9000
87,2,0,[NULL],9000
83,7,0,[NULL],9000
84,6,0,[NULL],9000
87,4,0,0,9998
85,7,0,[NULL],9000
86,6,0,0,2
87,5,0,0,9998
90,2,0,[NULL],9000
85,8,0,[NULL],9000
86,7,0,0,2
87,6,0,0,9998
89,4,0,[NULL],9000
90,3,1,[NULL],9000
90,3,0,[NULL],9000
86,8,0,0,2
87,7,0,[NULL],9000
89,5,0,[NULL],9000
90,4,1,[NULL],9000
90,4,0,0,9998
91,3,1,[NULL],9000
91,3,0,[NULL],9000
86,9,0,[NULL],9000
87,8,0,[NULL],9000
89,6,0,0,2
90,5,0,0,9998
94,1,0,[NULL],9000
95,0,0,0,9998
87,9,0,[NULL],9000
89,7,0,0,2
90,6,0,[NULL],9000
92,4,0,[NULL],9000
94,2,0,0,2
95,1,0,0,9998
87,10,0,[NULL],9000
92,5,0,0,9997
94,3,0,0,2
95,2,1,[NULL],9000
95,2,0,0,9998
96,1,0,[NULL],9955
92,6,0,[NULL],9000
93,5,0,0,9998
94,4,0,0,2
94,4,1,[NULL],9000
95,3,0,[NULL],9000
95,3,1,0,9997
91,8,0,0,3
92,7,0,0,2
93,6,0,0,9997
94,5,"0,1",[NULL],9000
94,5,1,[NULL],9000
95,4,0,[NULL],9000
95,4,1,0,9997
96,3,0,[NULL],9957
97,2,0,[NULL],9955
98,1,0,[NULL],9997
91,9,0,[NULL],9000
94,6,0,1,3
95,5,1,[NULL],9000
95,5,0,0,9997
96,4,0,[NULL],9000
97,3,0,[NULL],9958
98,2,0,[NULL],9958
91,10,0,[NULL],9000
92,9,0,0,3
94,7,0,1,3
95,6,1,[NULL],9000
95,6,0,0,9996
96,5,0,[NULL],9959
97,4,0,[NULL],9000
98,3,0,[NULL],9955
99,2,0,[NULL],9000
100,1,0,[NULL],9000
91,11,0,[NULL],9000
92,10,0,[NULL],9000
94,8,0,0,3
95,7,1,[NULL],9000
95,7,0,0,9996
96,6,0,[NULL],9000
95,8,0,0,9996
100,3,0,[NULL],9000
101,2,2,[NULL],9000
101,2,1,[NULL],9000
101,2,0,[NULL],9961
102,1,0,[NULL],9996
102,1,1,1,9998
93,11,0,[NULL],9000
94,10,0,0,4
95,9,0,[NULL],9000
98,6,0,[NULL],9000
101,3,1,"0,1",2
101,3,0,[NULL],9962
102,2,1,[NULL],9000
102,2,0,[NULL],9996
93,12,0,[NULL],9000
94,11,0,0,4
95,10,0,[NULL],9000
98,7,0,[NULL],9000
99,6,0,0,9996
100,5,1,[NULL],9000
100,5,0,[NULL],9000
101,4,1,[NULL],9000
101,4,0,[NULL],9962
102,3,2,[NULL],9000
102,3,1,[NULL],9963
102,3,0,[NULL],9997
103,2,1,[NULL],9000
103,2,0,[NULL],9955
94,12,0,0,4
95,11,0,[NULL],9000
97,9,0,[NULL],9000
98,8,0,0,9998
101,5,0,[NULL],9962
102,4,0,[NULL],9000
102,4,1,[NULL],9963
103,3,0,[NULL],9964
94,13,0,[NULL],9000
95,12,0,[NULL],9000
97,10,0,0,2
98,9,0,0,9998
101,6,1,[NULL],9000
101,6,0,[NULL],9000
102,5,0,0,9998
103,4,0,[NULL],9000
104,3,1,[NULL],9955
104,3,0,[NULL],9965
105,2,0,1,9998
95,13,0,[NULL],9000
97,11,0,0,2
98,10,0,0,4
101,7,0,0,2
102,6,0,[NULL],9000
103,5,0,[NULL],9966
104,4,1,0,2
104,4,0,[NULL],9955
105,3,0,[NULL],9000
106,2,0,0,9997
95,14,0,[NULL],9000
100,9,0,0,9997
101,8,0,0,9998
104,5,0,[NULL],9967
106,3,0,[NULL],9967
107,2,0,[NULL],9000
100,10,0,0,2
101,9,0,0,9998
105,5,0,0,3
106,4,0,[NULL],9000
107,3,0,[NULL],9000
99,12,0,0,3
100,11,0,0,2
101,10,0,0,9997
104,7,0,[NULL],9000
105,6,1,[NULL],9000
105,6,0,[NULL],9955
106,5,1,[NULL],9000
106,5,0,[NULL],9969
107,4,0,[NULL],9969
108,3,1,[NULL],9000
108,3,0,[NULL],9969
109,2,1,[NULL],9000
109,2,0,[NULL],9969
110,1,0,"0,2",9998
99,13,0,[NULL],9970
103,9,0,[NULL],9000
104,8,0,0,9998
105,7,0,0,9997
106,6,1,[NULL],9000
106,6,0,[NULL],9969
107,5,0,[NULL],9000
108,4,2,[NULL],9000
108,4,1,[NULL],9962
108,4,0,[NULL],9969
109,3,"0,2",0,2
109,3,2,[NULL],9000
109,3,1,[NULL],9970
110,2,0,"0,1",9997
99,14,0,[NULL],9970
100,13,0,0,3
103,10,0,0,2
104,9,0,0,9998
106,7,0,[NULL],9955
107,6,0,[NULL],9000
108,5,2,[NULL],9000
108,5,1,[NULL],9000
108,5,0,[NULL],9000
109,4,1,[NULL],9000
109,4,3,[NULL],9000
109,4,2,[NULL],9969
109,4,0,[NULL],9971
110,3,1,[NULL],9000
110,3,0,0,9997
111,2,0,[NULL],9971
99,15,0,[NULL],9000
100,14,0,[NULL],9000
103,11,0,0,2
104,10,0,0,3
108,6,0,[NULL],9972
109,5,"0,1",0,3
109,5,1,[NULL],9000
110,4,0,[NULL],9972
103,12,0,0,9998
106,9,0,0,9996
107,8,"0,1",[NULL],9000
107,8,1,0,9998
108,7,0,[NULL],9973
109,6,0,0,3
109,6,1,[NULL],9000
110,5,1,[NULL],9000
110,5,0,[NULL],9955
111,4,0,[NULL],9000
112,3,0,[NULL],9000
112,3,1,0,9998
113,2,0,[NULL],9973
101,15,0,[NULL],9000
102,14,0,0,2
103,13,0,0,9998
106,10,0,1,2
107,9,0,0,9998
109,7,0,[NULL],9000
110,6,1,[NULL],9000
110,6,0,[NULL],9000
111,5,0,1,2
112,4,1,[NULL],9000
112,4,0,0,9998
113,3,0,[NULL],9973
101,16,0,[NULL],9000
102,15,0,0,2
103,14,0,0,9998
106,11,0,0,2
107,10,0,0,9996
108,9,0,[NULL],9000
109,8,0,[NULL],9000
110,7,1,[NULL],9000
110,7,0,[NULL],9000
111,6,0,0,2
