stem,s,base,diff,level
61,0,0,[NULL],9000
62,1,0,[NULL],9000
63,0,0,[NULL],9000
63,1,0,[NULL],9000
63,2,0,[NULL],9000
64,1,0,[NULL],9000
67,1,0,[NULL],9000
67,2,0,[NULL],9000
68,1,0,[NULL],9000
67,3,0,[NULL],9000
68,2,0,[NULL],9000
69,2,0,[NULL],9000
69,3,0,[NULL],9000
70,2,0,[NULL],9000
69,4,0,[NULL],9000
70,3,0,[NULL],9000
71,2,0,0,9998
72,1,0,[NULL],9000
70,4,0,0,2
71,3,0,[NULL],9000
70,5,0,[NULL],9000
71,4,0,[NULL],9000
73,2,0,[NULL],9000
74,1,0,[NULL],9000
71,5,0,[NULL],9000
73,3,0,[NULL],9000
74,2,0,[NULL],9000
71,6,0,[NULL],9000
74,3,0,[NULL],9000
75,2,0,[NULL],9000
76,1,0,[NULL],9000
75,4,0,[NULL],9000
76,3,0,[NULL],9000
77,2,0,[NULL],9000
75,5,0,[NULL],9000
78,2,0,[NULL],9000
75,6,0,[NULL],9000
76,5,0,[NULL],9000
78,3,0,[NULL],9000
79,2,0,[NULL],9000
75,7,0,[NULL],9000
76,6,0,[NULL],9000
78,4,0,[NULL],9000
79,3,0,0,9997
79,4,0,0,9997
80,3,0,[NULL],9000
81,2,"0,1",[NULL],9000
81,2,1,[NULL],9000
82,1,0,0,9998
77,7,0,[NULL],9000
78,6,0,0,3
79,5,0,0,9997
81,3,0,0,2
82,2,1,[NULL],9000
82,2,0,[NULL],9000
77,8,0,[NULL],9000
78,7,0,0,3
79,6,0,[NULL],9000
81,4,0,[NULL],9000
82,3,0,[NULL],9000
82,3,1,[NULL],9000
78,8,0,0,3
79,7,0,[NULL],9000
81,5,0,[NULL],9000
82,4,1,[NULL],9000
82,4,0,0,9998
83,3,1,[NULL],9000
83,3,0,[NULL],9000
78,9,0,[NULL],9000
79,8,0,[NULL],9000
81,6,0,0,2
82,5,0,0,9998
85,2,0,[NULL],9000
86,1,0,0,9997
79,9,0,[NULL],9000
81,7,0,0,2
82,6,0,[NULL],9000
84,4,0,[NULL],9000
85,3,0,[NULL],9000
86,2,0,1,9997
79,10,0,[NULL],9000
84,5,0,0,9997
85,4,0,0,3
86,3,"0,1",[NULL],9000
86,3,1,[NULL],9000
87,2,0,[NULL],9000
84,6,0,[NULL],9000
85,5,1,0,3
85,5,0,0,9998
86,4,1,[NULL],9000
86,4,0,[NULL],9000
87,3,0,[NULL],9000
83,8,0,0,3
84,7,0,0,2
85,6,0,0,9997
86,5,0,[NULL],9000
87,4,0,[NULL],9000
88,3,0,[NULL],9000
83,9,0,[NULL],9000
87,5,0,[NULL],9000
88,4,0,[NULL],9000
83,10,0,[NULL],9000
84,9,0,0,3
87,6,0,[NULL],9000
88,5,0,[NULL],9000
91,2,0,[NULL],9000
92,1,0,[NULL],9000
83,11,0,[NULL],9000
84,10,0,[NULL],9000
87,7,0,[NULL],9000
88,6,0,[NULL],9000
87,8,0,0,9998
92,3,0,[NULL],9000
93,2,0,[NULL],9000
85,11,0,[NULL],9000
86,10,0,0,2
87,9,0,0,9998
90,6,0,[NULL],9000
85,12,0,[NULL],9000
86,11,0,0,2
87,10,0,0,9998
90,7,0,[NULL],9000
91,6,0,0,9996
92,5,1,[NULL],9000
92,5,0,[NULL],9000
93,4,0,[NULL],9000
94,3,0,[NULL],9000
95,2,0,[NULL],9000
86,12,0,0,2
87,11,0,[NULL],9000
89,9,0,[NULL],9000
90,8,0,0,9998
94,4,0,[NULL],9000
95,3,0,0,9998
86,13,0,[NULL],9000
87,12,0,[NULL],9000
89,10,0,0,2
90,9,0,0,9998
93,6,0,[NULL],9000
94,5,0,0,2
95,4,0,0,9998
96,3,0,[NULL],9000
97,2,1,[NULL],9957
97,2,0,[NULL],9957
98,1,0,0,9998
87,13,0,[NULL],9000
89,11,0,0,2
90,10,0,0,4
94,6,0,0,2
95,5,0,[NULL],9000
95,5,1,0,9997
96,4,0,[NULL],9986
97,3,0,0,2
98,2,0,[NULL],9996
98,2,1,0,9997
87,14,0,[NULL],9000
92,9,0,0,9997
93,8,0,0,9998
94,7,0,[NULL],9000
95,6,0,0,9997
96,5,0,[NULL],9987
97,4,0,[NULL],9959
98,3,0,[NULL],9957
98,3,1,[NULL],9959
99,2,0,[NULL],9000
92,10,0,0,2
93,9,0,0,9998
94,8,0,1,3
95,7,0,0,9997
97,5,0,1,3
98,4,0,[NULL],9000
99,3,0,[NULL],9000
91,12,0,0,3
92,11,0,0,2
93,10,0,0,9997
94,9,0,0,3
95,8,0,0,9997
96,7,0,[NULL],9000
97,6,1,[NULL],9000
97,6,0,[NULL],9961
98,5,1,[NULL],9000
98,5,0,[NULL],9961
99,4,0,[NULL],9961
100,3,1,[NULL],9000
100,3,0,[NULL],9961
101,2,"0,1",[NULL],9961
101,2,1,[NULL],9961
102,1,0,0,9998
91,13,0,[NULL],9000
94,10,0,0,3
95,9,1,[NULL],9000
95,9,0,0,9997
96,8,0,1,9998
97,7,0,0,9997
98,6,1,[NULL],9000
98,6,0,[NULL],9961
99,5,0,[NULL],9000
100,4,1,[NULL],9000
100,4,0,[NULL],9961
101,3,0,0,2
101,3,1,[NULL],9962
102,2,0,1,9998
91,14,0,[NULL],9000
92,13,0,0,3
94,11,0,0,3
95,10,1,0,2
95,10,0,0,9996
96,9,0,1,9998
98,7,0,[NULL],9961
99,6,0,[NULL],9000
100,5,0,[NULL],9000
101,4,1,0,2
101,4,0,[NULL],9000
102,3,2,[NULL],9000
102,3,0,[NULL],9995
102,3,1,2,9998
103,2,0,[NULL],9992
103,2,1,[NULL],9996
91,15,0,[NULL],9000
92,14,0,[NULL],9000
94,12,0,0,3
95,11,1,0,2
95,11,0,0,9996
96,10,0,0,3
100,6,0,[NULL],9964
101,5,2,1,2
101,5,"0,1",[NULL],9964
101,5,1,[NULL],9964
102,4,"1,2",[NULL],9964
102,4,2,[NULL],9996
102,4,0,1,9997
103,3,0,[NULL],9993
95,12,0,0,9996
98,9,0,0,9996
99,8,"0,1",[NULL],9000
99,8,1,0,9998
100,7,0,[NULL],9965
101,6,1,[NULL],9000
101,6,0,[NULL],9964
102,5,1,[NULL],9000
102,5,0,[NULL],9965
103,4,0,[NULL],9997
104,3,1,[NULL],9000
104,3,0,[NULL],9957
105,2,0,[NULL],9965
93,15,0,[NULL],9000
94,14,0,0,4
95,13,0,[NULL],9000
98,10,0,1,2
99,9,0,0,9998
101,7,1,0,3
101,7,0,[NULL],9964
102,6,2,[NULL],9000
102,6,1,[NULL],9000
102,6,0,"0,1",9998
103,5,0,[NULL],9966
104,4,2,[NULL],9000
104,4,1,[NULL],9966
104,4,0,1,9998
105,3,1,[NULL],9965
105,3,0,1,9998
93,16,0,[NULL],9000
94,15,0,0,4
95,14,0,[NULL],9000
98,11,0,0,2
99,10,0,0,9996
100,9,0,[NULL],9000
101,8,"0,1",0,2
101,8,1,[NULL],9000
102,7,2,[NULL],9000
102,7,1,[NULL],9967
102,7,0,0,9998
103,6,1,0,2
103,6,0,[NULL],9967
104,5,1,0,2
104,5,2,[NULL],9000
104,5,0,[NULL],9967
105,4,3,[NULL],9000
105,4,2,[NULL],9000
105,4,0,[NULL],9967
105,4,1,0,9998
106,3,1,[NULL],9000
106,3,0,[NULL],9967
94,16,0,0,4
95,15,0,[NULL],9000
97,13,0,0,4
98,12,0,0,9998
101,9,0,0,2
101,9,1,[NULL],9000
102,8,1,0,9998
102,8,0,"0,1",9998
103,7,0,[NULL],9000
104,6,0,1,2
105,5,0,[NULL],9000
94,17,0,[NULL],9000
95,16,0,[NULL],9000
97,14,0,0,2
98,13,0,0,9998
101,10,0,1,2
101,10,1,"0,1",2
102,9,0,0,9998
104,7,0,[NULL],9000
105,6,1,[NULL],9961
105,6,0,[NULL],9967
106,5,1,[NULL],9000
106,5,2,[NULL],9000
106,5,0,[NULL],9969
107,4,1,[NULL],9000
107,4,0,[NULL],9961
108,3,0,[NULL],9997
109,2,0,[NULL],9969
110,1,0,0,9998
95,17,0,[NULL],9000
97,15,0,0,2
98,14,0,0,4
101,11,0,0,2
102,10,0,[NULL],9000
105,7,0,[NULL],9961
106,6,0,[NULL],9000
106,6,1,[NULL],9969
106,6,2,[NULL],9970
109,3,0,0,2
109,3,1,[NULL],9996
110,2,0,"0,3",9997
95,18,0,[NULL],9000
100,13,0,0,9997
101,12,0,0,9998
104,9,0,0,9996
105,8,0,[NULL],9971
106,7,0,[NULL],9957
