stem,s,base,diff,level
55,0,0,[NULL],9000
57,1,0,[NULL],9000
58,2,0,[NULL],9000
59,1,0,[NULL],9000
59,2,0,[NULL],9000
60,1,0,[NULL],9000
59,3,0,[NULL],9000
62,1,0,[NULL],9000
63,0,0,[NULL],9000
62,2,0,[NULL],9000
63,1,0,[NULL],9000
63,2,1,[NULL],9000
63,2,0,[NULL],9000
64,1,0,[NULL],9000
63,3,0,[NULL],9000
64,2,0,[NULL],9000
63,4,0,[NULL],9000
64,3,0,[NULL],9000
65,2,0,[NULL],9000
66,1,0,[NULL],9000
65,3,0,[NULL],9000
66,2,0,[NULL],9000
65,4,0,[NULL],9000
66,3,0,[NULL],9000
65,5,0,[NULL],9000
69,2,0,[NULL],9000
70,1,0,[NULL],9000
66,6,0,[NULL],9000
67,5,0,[NULL],9000
67,6,0,[NULL],9000
67,7,0,[NULL],9000
70,4,0,[NULL],9000
71,3,0,0,9998
72,2,0,[NULL],9000
70,5,0,0,2
71,4,0,0,9998
72,3,0,[NULL],9000
73,2,0,[NULL],9000
70,6,0,0,2
71,5,1,[NULL],9000
71,5,0,[NULL],9000
73,3,0,[NULL],9000
74,2,1,[NULL],9000
74,2,0,[NULL],9000
71,6,0,[NULL],9000
73,4,0,0,9998
74,3,1,[NULL],9000
74,3,0,[NULL],9000
75,2,0,[NULL],9000
71,7,0,[NULL],9000
72,6,0,0,2
73,5,0,[NULL],9000
74,4,1,[NULL],9000
74,4,0,0,9998
75,3,0,[NULL],9000
71,8,0,[NULL],9000
72,7,0,[NULL],9000
73,6,0,0,2
74,5,0,0,9998
75,4,0,[NULL],9000
76,3,0,[NULL],9000
73,7,0,0,2
76,4,0,[NULL],9994
77,3,0,[NULL],9000
73,8,0,[NULL],9000
76,5,0,[NULL],9994
77,4,0,[NULL],9000
78,3,0,[NULL],9000
73,9,0,[NULL],9000
76,6,0,[NULL],9000
77,5,0,[NULL],9000
78,4,1,[NULL],9000
78,4,0,[NULL],9000
79,3,0,[NULL],9000
78,5,1,[NULL],9000
78,5,0,[NULL],9000
79,4,2,[NULL],9000
79,4,1,[NULL],9000
79,4,0,0,9998
80,3,0,[NULL],9000
81,2,0,[NULL],9000
82,1,0,0,9998
74,10,0,[NULL],9000
75,9,0,[NULL],9000
78,6,0,0,2
79,5,1,[NULL],9000
79,5,0,0,9998
80,4,0,[NULL],9000
81,3,0,0,2
82,2,0,0,9998
75,10,0,[NULL],9000
78,7,0,0,2
79,6,1,[NULL],9000
79,6,0,0,9997
80,5,1,[NULL],9000
80,5,0,[NULL],9000
81,4,0,0,2
82,3,0,[NULL],9000
75,11,0,[NULL],9000
78,8,0,[NULL],9000
79,7,0,0,9997
78,9,0,0,3
79,8,0,[NULL],9000
85,2,0,[NULL],9000
86,1,0,[NULL],9000
78,10,0,0,3
79,9,1,[NULL],9000
79,9,0,[NULL],9000
82,6,0,[NULL],9000
85,3,0,[NULL],9000
86,2,0,0,9997
79,10,0,[NULL],9000
81,8,0,0,9998
82,7,0,0,9998
85,4,0,[NULL],9000
86,3,1,[NULL],9000
86,3,0,[NULL],9000
87,2,0,[NULL],9000
79,11,0,[NULL],9000
80,10,0,0,2
81,9,0,0,2
82,8,0,0,9998
85,5,0,0,3
86,4,1,[NULL],9000
86,4,0,0,9998
87,3,1,[NULL],9000
87,3,0,[NULL],9000
