stem,s,base,diff,level
5,0,0,[NULL],9000
6,1,0,[NULL],9000
7,0,0,[NULL],9000
7,1,0,[NULL],9000
7,2,0,[NULL],9000
8,1,0,[NULL],9000
11,1,0,[NULL],9000
11,2,0,[NULL],9000
12,1,0,[NULL],9000
11,3,0,[NULL],9000
12,2,0,[NULL],9000
13,2,0,[NULL],9000
14,1,0,[NULL],9000
15,0,0,1,9998
13,3,0,[NULL],9000
14,2,1,0,2
14,2,0,[NULL],9000
15,1,0,0,9997
13,4,0,[NULL],9000
14,3,0,[NULL],9000
15,2,0,[NULL],9000
16,1,0,[NULL],9000
14,4,0,0,3
15,3,0,[NULL],9000
14,5,0,[NULL],9000
15,4,0,[NULL],9000
17,2,0,[NULL],9000
18,1,0,[NULL],9000
15,5,0,[NULL],9000
17,3,0,[NULL],9000
18,2,0,[NULL],9000
15,6,0,[NULL],9000
18,3,0,[NULL],9000
19,2,0,[NULL],9000
20,1,0,[NULL],9000
19,4,0,[NULL],9000
20,3,0,[NULL],9000
21,2,1,[NULL],9000
21,2,0,[NULL],9000
22,1,0,[NULL],9000
19,5,0,[NULL],9000
22,2,0,[NULL],9000
19,6,0,[NULL],9000
20,5,0,[NULL],9000
22,3,0,[NULL],9000
23,2,0,[NULL],9000
19,7,0,[NULL],9000
20,6,0,[NULL],9000
23,4,0,0,9998
21,7,0,[NULL],9000
22,6,0,0,2
23,5,0,0,9998
26,2,0,[NULL],9000
21,8,0,[NULL],9000
22,7,0,0,2
23,6,0,0,9998
25,4,0,[NULL],9000
26,3,1,[NULL],9000
26,3,0,[NULL],9000
22,8,0,0,2
23,7,0,[NULL],9000
25,5,0,[NULL],9000
26,4,1,[NULL],9000
26,4,0,0,9998
27,3,1,[NULL],9000
27,3,0,[NULL],9000
22,9,0,[NULL],9000
23,8,0,[NULL],9000
25,6,0,0,2
26,5,0,0,9998
30,1,0,[NULL],9000
31,0,0,0,9998
23,9,0,[NULL],9000
25,7,0,0,2
26,6,0,[NULL],9000
28,4,0,[NULL],9000
30,2,0,0,2
31,1,0,0,9998
23,10,0,[NULL],9000
28,5,0,0,9997
30,3,0,0,2
31,2,1,[NULL],9000
31,2,0,0,9998
32,1,0,[NULL],9000
28,6,0,[NULL],9000
29,5,0,0,9998
30,4,0,0,2
30,4,1,[NULL],9000
31,3,0,[NULL],9000
31,3,1,0,9997
27,8,0,0,3
28,7,0,0,2
29,6,0,0,9997
30,5,"0,1",[NULL],9000
30,5,1,[NULL],9000
31,4,0,[NULL],9000
31,4,1,0,9997
32,3,0,[NULL],9000
33,2,0,[NULL],9000
34,1,0,0,9997
27,9,0,[NULL],9000
30,6,0,1,3
31,5,1,[NULL],9000
31,5,0,0,9997
32,4,0,[NULL],9000
33,3,0,[NULL],9000
34,2,0,[NULL],9000
27,10,0,[NULL],9000
28,9,0,0,3
30,7,0,1,3
31,6,1,[NULL],9000
31,6,0,0,9996
32,5,0,[NULL],9000
33,4,0,0,3
34,3,0,[NULL],9000
35,2,0,[NULL],9000
36,1,0,[NULL],9000
27,11,0,[NULL],9000
28,10,0,[NULL],9000
30,8,0,0,3
31,7,1,[NULL],9000
31,7,0,0,9996
32,6,0,[NULL],9000
31,8,0,0,9996
36,3,0,[NULL],9000
37,2,2,[NULL],9000
37,2,1,[NULL],9000
37,2,0,[NULL],9000
38,1,0,0,9996
38,1,1,1,9998
29,11,0,[NULL],9000
30,10,0,0,4
31,9,0,[NULL],9000
34,6,0,[NULL],9000
37,3,1,1,2
37,3,0,[NULL],9000
38,2,1,[NULL],9000
38,2,0,0,9996
29,12,0,[NULL],9000
30,11,0,0,4
31,10,0,[NULL],9000
34,7,0,[NULL],9000
35,6,0,0,9996
36,5,1,[NULL],9000
36,5,0,[NULL],9000
37,4,1,[NULL],9000
37,4,0,[NULL],9000
38,3,2,[NULL],9000
38,3,1,[NULL],9000
38,3,0,[NULL],9000
39,2,1,[NULL],9000
39,2,0,[NULL],9000
30,12,0,0,4
31,11,0,[NULL],9000
33,9,0,[NULL],9000
34,8,0,0,9998
37,5,0,0,4
38,4,0,[NULL],9000
38,4,1,[NULL],9000
39,3,0,[NULL],9000
30,13,0,[NULL],9000
31,12,0,[NULL],9000
