stem,s,base,diff,level
73,0,0,[NULL],9000
74,1,0,[NULL],9000
75,0,0,[NULL],9000
75,1,0,[NULL],9000
75,2,0,[NULL],9000
76,1,0,[NULL],9000
78,1,0,[NULL],9000
79,0,0,[NULL],9000
79,1,0,[NULL],9000
79,2,1,[NULL],9000
79,2,0,[NULL],9000
80,1,1,[NULL],9000
80,1,0,[NULL],9000
79,3,0,[NULL],9000
80,2,0,[NULL],9000
81,2,0,[NULL],9000
81,2,1,[NULL],9000
82,1,0,[NULL],9000
81,3,0,[NULL],9000
82,2,0,[NULL],9000
81,4,0,[NULL],9000
82,3,0,[NULL],9000
82,5,0,[NULL],9000
83,4,0,[NULL],9000
83,5,0,[NULL],9000
83,6,0,[NULL],9000
86,3,0,[NULL],9000
87,2,0,0,9998
88,1,0,[NULL],9000
86,4,0,0,2
87,3,0,0,9998
86,5,0,0,2
87,4,1,[NULL],9000
87,4,0,[NULL],9000
88,3,0,[NULL],9000
89,2,1,[NULL],9000
89,2,0,[NULL],9000
90,1,0,[NULL],9000
87,5,0,[NULL],9000
89,3,0,0,9998
90,2,1,[NULL],9000
90,2,0,[NULL],9000
87,6,0,[NULL],9000
88,5,0,0,2
89,4,0,[NULL],9000
90,3,2,[NULL],9000
90,3,0,[NULL],9000
90,3,1,0,9998
91,2,1,[NULL],9000
91,2,0,[NULL],9000
87,7,0,[NULL],9000
88,6,0,[NULL],9000
89,5,0,1,2
90,4,0,0,9998
89,6,0,0,2
91,4,0,[NULL],9000
92,3,1,[NULL],9000
92,3,0,[NULL],9994
93,2,0,[NULL],9000
94,1,0,[NULL],9000
95,0,0,1,9998
89,7,0,[NULL],9000
92,4,0,[NULL],9994
93,3,0,[NULL],9000
94,2,1,0,2
94,2,0,[NULL],9000
95,1,0,1,9998
89,8,0,[NULL],9000
92,5,0,[NULL],9000
93,4,1,[NULL],9000
93,4,0,[NULL],9000
94,3,1,0,2
94,3,2,[NULL],9000
94,3,0,[NULL],9000
95,2,1,[NULL],9000
95,2,0,1,9998
96,1,0,[NULL],9955
94,4,1,0,2
94,4,0,[NULL],9000
95,3,2,[NULL],9000
95,3,0,[NULL],9000
95,3,1,0,9997
90,9,0,[NULL],9000
91,8,0,[NULL],9000
94,5,1,[NULL],9000
94,5,0,[NULL],9000
95,4,2,[NULL],9000
95,4,1,[NULL],9000
95,4,0,0,9996
96,3,0,[NULL],9000
97,2,0,[NULL],9955
98,1,0,[NULL],9997
91,9,0,[NULL],9000
94,6,0,1,3
95,5,1,[NULL],9000
95,5,0,0,9996
96,4,0,[NULL],9000
96,4,1,[NULL],9000
97,3,0,[NULL],9000
98,2,0,[NULL],9958
91,10,0,[NULL],9000
94,7,0,[NULL],9000
95,6,0,[NULL],9000
96,5,0,[NULL],9000
97,4,0,[NULL],9000
98,3,0,[NULL],9955
94,8,0,0,4
95,7,0,[NULL],9000
94,9,0,0,4
95,8,1,[NULL],9000
95,8,0,[NULL],9000
98,5,0,[NULL],9000
101,2,0,[NULL],9961
102,1,0,[NULL],9996
95,9,0,[NULL],9000
97,7,0,0,9998
98,6,0,0,9998
101,3,0,[NULL],9000
102,2,0,[NULL],9962
95,10,0,[NULL],9000
