stem,s,base,diff,level
43,0,0,[NULL],9000
45,1,0,[NULL],9000
46,1,0,[NULL],9000
47,0,0,[NULL],9000
46,2,0,[NULL],9000
47,1,0,[NULL],9000
47,2,0,[NULL],9000
48,1,0,[NULL],9000
47,3,0,[NULL],9000
49,2,0,[NULL],9000
50,1,0,[NULL],9000
51,2,0,[NULL],9000
51,3,0,[NULL],9000
52,2,0,[NULL],9000
51,4,0,[NULL],9000
52,3,0,[NULL],9000
53,4,0,[NULL],9000
54,3,0,[NULL],9000
55,2,0,0,9998
56,1,0,[NULL],9994
53,5,0,[NULL],9000
54,4,0,0,2
55,3,0,0,9998
54,5,0,0,2
55,4,0,[NULL],9000
57,2,0,[NULL],9000
58,1,0,[NULL],9000
54,6,0,[NULL],9000
55,5,0,[NULL],9000
57,3,0,[NULL],9000
58,2,0,[NULL],9000
55,6,0,[NULL],9000
57,4,0,[NULL],9000
58,3,"0,1",[NULL],9000
58,3,1,[NULL],9000
59,2,0,[NULL],9000
55,7,0,[NULL],9000
60,2,0,[NULL],9000
60,3,0,[NULL],9000
61,2,0,[NULL],9000
62,1,0,[NULL],9000
63,0,0,1,9997
59,5,0,[NULL],9000
60,4,0,[NULL],9000
61,3,0,[NULL],9000
62,2,1,[NULL],9000
62,2,0,[NULL],9000
63,1,0,1,9997
59,6,0,[NULL],9000
61,4,0,[NULL],9000
62,3,1,0,3
62,3,2,[NULL],9000
62,3,0,[NULL],9000
63,2,2,[NULL],9000
63,2,1,[NULL],9000
63,2,0,0,9995
64,1,0,[NULL],9000
59,7,0,[NULL],9000
60,6,0,[NULL],9000
62,4,1,0,3
62,4,0,[NULL],9000
63,3,0,[NULL],9000
63,3,1,0,9995
59,8,0,[NULL],9000
60,7,0,[NULL],9000
62,5,0,[NULL],9000
63,4,1,[NULL],9000
63,4,0,0,9995
64,3,0,[NULL],9000
65,2,0,[NULL],9000
66,1,0,[NULL],9000
63,5,0,[NULL],9000
65,3,0,[NULL],9000
66,2,0,[NULL],9000
61,8,0,[NULL],9000
62,7,0,0,5
63,6,0,[NULL],9000
65,4,0,[NULL],9000
66,3,0,[NULL],9000
66,3,1,[NULL],9000
61,9,0,[NULL],9000
62,8,0,1,5
63,7,0,[NULL],9000
66,4,0,[NULL],9000
62,9,0,0,5
63,8,0,[NULL],9000
65,6,0,[NULL],9000
66,5,1,[NULL],9000
66,5,0,0,9998
67,4,0,[NULL],9000
69,2,0,[NULL],9000
70,1,0,[NULL],9000
62,10,0,[NULL],9000
63,9,0,[NULL],9000
65,7,0,0,2
66,6,0,0,9998
69,3,0,[NULL],9000
70,2,0,[NULL],9000
63,10,0,[NULL],9000
65,8,0,0,2
66,7,0,[NULL],9000
68,5,0,[NULL],9000
69,4,0,[NULL],9000
70,3,"0,1",[NULL],9000
70,3,1,[NULL],9000
71,2,0,[NULL],9000
63,11,0,[NULL],9000
68,6,0,0,9997
69,5,1,[NULL],9000
69,5,0,0,9998
70,4,1,[NULL],9000
70,4,0,[NULL],9000
71,3,0,[NULL],9000
68,7,0,0,2
69,6,0,0,9998
71,4,0,[NULL],9000
72,3,0,[NULL],9000
73,2,0,[NULL],9000
74,1,0,[NULL],9000
67,9,0,0,3
68,8,0,0,2
69,7,0,0,9997
72,4,0,[NULL],9000
67,10,0,[NULL],9000
71,6,0,[NULL],9000
72,5,0,[NULL],9000
67,11,0,[NULL],9000
68,10,0,0,3
71,7,0,[NULL],9000
72,6,0,0,9998
75,3,0,[NULL],9000
76,2,0,[NULL],9000
67,12,0,[NULL],9000
68,11,0,[NULL],9000
71,8,0,0,2
72,7,0,[NULL],9000
73,6,0,[NULL],9000
74,5,1,[NULL],9000
74,5,0,[NULL],9000
75,4,0,[NULL],9000
76,3,0,[NULL],9000
77,2,1,[NULL],9000
77,2,0,[NULL],9000
78,1,0,0,9998
71,9,0,0,9998
74,6,0,0,9996
75,5,0,[NULL],9000
76,4,1,[NULL],9000
76,4,0,[NULL],9000
77,3,0,0,2
77,3,1,[NULL],9000
78,2,0,0,9997
69,12,0,[NULL],9000
70,11,0,0,2
71,10,0,0,9998
74,7,0,[NULL],9000
75,6,0,0,9998
76,5,0,[NULL],9000
77,4,0,[NULL],9000
78,3,0,[NULL],9000
79,2,0,[NULL],9000
69,13,0,[NULL],9000
70,12,0,0,2
71,11,0,0,9998
74,8,0,0,2
75,7,0,0,9996
76,6,0,[NULL],9000
77,5,0,0,3
78,4,0,[NULL],9000
70,13,0,0,2
71,12,0,[NULL],9000
73,10,0,0,4
74,9,0,0,9998
77,6,0,[NULL],9000
78,5,0,[NULL],9000
80,3,0,[NULL],9000
81,2,0,[NULL],9000
70,14,0,[NULL],9000
71,13,0,[NULL],9000
73,11,0,0,2
74,10,0,0,9998
77,7,0,[NULL],9000
71,14,0,[NULL],9000
73,12,0,0,2
74,11,0,0,4
82,3,0,[NULL],9000
71,15,0,[NULL],9000
76,10,0,0,9997
77,9,0,0,9998
78,8,0,[NULL],9000
79,7,0,0,9998
80,6,0,[NULL],9000
81,5,0,[NULL],9000
82,4,0,[NULL],9000
82,4,1,[NULL],9000
83,3,0,[NULL],9000
76,11,0,0,2
77,10,0,0,9998
78,9,0,0,2
79,8,0,0,9998
80,7,0,[NULL],9000
81,6,0,[NULL],9000
82,5,0,[NULL],9000
83,4,0,[NULL],9000
75,13,0,0,3
76,12,0,0,2
77,11,0,0,9997
78,10,0,0,2
79,9,0,0,9998
82,6,0,[NULL],9000
83,5,0,[NULL],9000
84,4,0,[NULL],9000
75,14,0,[NULL],9000
78,11,0,0,2
79,10,1,[NULL],9000
79,10,0,0,9998
80,9,0,1,9998
81,8,0,0,9997
82,7,0,[NULL],9000
84,5,0,[NULL],9000
85,4,0,[NULL],9000
86,3,0,1,9998
87,2,0,[NULL],9996
75,15,0,[NULL],9000
76,14,0,0,3
78,12,0,0,2
79,11,1,0,2
79,11,0,0,9998
80,10,0,1,9998
84,6,0,[NULL],9000
85,5,1,0,2
85,5,0,[NULL],9000
86,4,"0,1",0,9997
86,4,1,1,9998
87,3,0,"0,1",9998
75,16,0,[NULL],9000
76,15,0,[NULL],9000
78,13,0,0,2
79,12,1,0,2
79,12,0,0,9997
80,11,0,0,3
85,6,1,1,2
85,6,0,[NULL],9000
86,5,"0,1",0,2
86,5,1,[NULL],9000
87,4,1,[NULL],9000
87,4,0,[NULL],9997
88,3,1,[NULL],9980
88,3,0,[NULL],9980
79,13,0,0,9997
82,10,0,0,9996
83,9,"0,1",[NULL],9000
83,9,1,0,9998
84,8,0,[NULL],9000
85,7,0,"0,1",3
85,7,2,[NULL],9000
85,7,1,[NULL],9000
86,6,2,[NULL],9000
86,6,1,[NULL],9000
86,6,0,0,9998
87,5,0,[NULL],9994
88,4,1,[NULL],9981
88,4,2,[NULL],9981
88,4,0,[NULL],9997
89,3,1,[NULL],9000
89,3,0,"0,1,2",9998
77,16,0,[NULL],9000
78,15,0,0,3
