stem,s,base,diff,level
37,0,0,[NULL],9000
38,1,0,[NULL],9000
39,0,0,[NULL],9000
39,1,0,[NULL],9000
39,2,0,[NULL],9000
40,1,0,[NULL],9000
43,1,0,[NULL],9000
43,2,0,[NULL],9000
44,1,0,[NULL],9000
43,3,0,[NULL],9000
44,2,0,[NULL],9000
45,2,0,[NULL],9000
46,1,0,[NULL],9000
47,0,0,1,9998
45,3,0,[NULL],9000
46,2,1,0,2
46,2,0,[NULL],9000
47,1,0,0,9997
45,4,0,[NULL],9000
46,3,0,[NULL],9000
47,2,0,[NULL],9000
48,1,0,[NULL],9000
46,4,0,0,3
47,3,0,[NULL],9000
46,5,0,[NULL],9000
47,4,0,[NULL],9000
49,2,0,[NULL],9000
50,1,0,[NULL],9000
47,5,0,[NULL],9000
49,3,0,[NULL],9000
50,2,0,[NULL],9000
47,6,0,[NULL],9000
50,3,0,[NULL],9000
51,2,0,[NULL],9000
52,1,0,[NULL],9000
51,4,0,[NULL],9000
52,3,0,[NULL],9000
53,2,1,[NULL],9000
53,2,0,[NULL],9000
54,1,0,[NULL],9000
51,5,0,[NULL],9000
54,2,0,[NULL],9000
51,6,0,[NULL],9000
52,5,0,[NULL],9000
54,3,0,[NULL],9000
55,2,0,[NULL],9000
51,7,0,[NULL],9000
52,6,0,[NULL],9000
55,4,0,0,9998
53,7,0,[NULL],9000
54,6,0,0,2
55,5,0,0,9998
58,2,0,[NULL],9000
53,8,0,[NULL],9000
54,7,0,0,2
55,6,0,0,9998
57,4,0,[NULL],9000
58,3,1,[NULL],9000
58,3,0,[NULL],9000
54,8,0,0,2
55,7,0,[NULL],9000
57,5,0,[NULL],9000
58,4,1,[NULL],9000
58,4,0,0,9998
59,3,1,[NULL],9000
59,3,0,[NULL],9000
54,9,0,[NULL],9000
55,8,0,[NULL],9000
57,6,0,0,2
58,5,0,0,9998
62,1,0,[NULL],9000
63,0,0,0,9997
55,9,0,[NULL],9000
57,7,0,0,2
58,6,0,[NULL],9000
60,4,0,[NULL],9000
62,2,0,[NULL],9000
63,1,0,0,9997
55,10,0,[NULL],9000
60,5,0,0,9997
62,3,0,0,3
63,2,1,[NULL],9000
63,2,0,0,9996
64,1,0,[NULL],9000
60,6,0,[NULL],9000
61,5,0,0,9998
62,4,0,0,3
62,4,1,[NULL],9000
63,3,0,[NULL],9000
63,3,1,0,9996
59,8,0,0,3
60,7,0,0,2
61,6,0,0,9997
62,5,"0,1",[NULL],9000
62,5,1,[NULL],9000
63,4,0,[NULL],9000
63,4,1,0,9996
64,3,0,[NULL],9000
65,2,0,[NULL],9000
66,1,0,[NULL],9000
59,9,0,[NULL],9000
62,6,0,0,4
63,5,1,[NULL],9000
63,5,0,0,9995
64,4,0,[NULL],9000
65,3,0,[NULL],9000
66,2,0,[NULL],9000
59,10,0,[NULL],9000
60,9,0,0,3
62,7,0,1,4
63,6,1,[NULL],9000
63,6,0,0,9995
64,5,0,[NULL],9000
65,4,0,[NULL],9000
66,3,0,[NULL],9000
67,2,0,[NULL],9000
68,1,0,[NULL],9000
59,11,0,[NULL],9000
60,10,0,[NULL],9000
62,8,0,1,4
63,7,1,[NULL],9000
63,7,0,0,9995
64,6,0,[NULL],9000
63,8,0,[NULL],9000
68,3,0,[NULL],9000
69,2,2,[NULL],9000
69,2,1,[NULL],9000
69,2,0,[NULL],9000
70,1,0,[NULL],9995
70,1,1,1,9998
61,11,0,[NULL],9000
62,10,0,0,5
63,9,0,[NULL],9000
66,6,0,[NULL],9000
69,3,1,1,2
69,3,0,[NULL],9000
70,2,1,[NULL],9000
70,2,0,[NULL],9000
61,12,0,[NULL],9000
62,11,0,0,5
63,10,0,[NULL],9000
66,7,0,[NULL],9000
67,6,0,0,9996
68,5,1,[NULL],9000
68,5,0,[NULL],9000
69,4,1,[NULL],9000
69,4,0,[NULL],9000
70,3,2,[NULL],9000
70,3,1,[NULL],9000
70,3,0,[NULL],9997
71,2,1,[NULL],9000
71,2,0,[NULL],9000
62,12,0,0,5
63,11,0,[NULL],9000
65,9,0,[NULL],9000
66,8,0,0,9998
69,5,0,[NULL],9000
70,4,0,[NULL],9000
70,4,1,[NULL],9000
71,3,0,[NULL],9000
62,13,0,[NULL],9000
63,12,0,[NULL],9000
65,10,0,0,2
66,9,0,0,9998
69,6,0,[NULL],9000
69,6,1,[NULL],9000
70,5,0,0,9998
71,4,0,[NULL],9000
72,3,1,[NULL],9000
72,3,0,[NULL],9000
73,2,0,1,9998
