stem,s,base,diff,level
0,0,0,[NULL],9000
1,1,0,[NULL],9000
2,1,0,[NULL],9000
2,2,0,[NULL],9000
3,1,0,[NULL],9000
3,2,0,[NULL],9000
4,3,0,[NULL],9000
6,2,0,[NULL],9000
7,1,0,[NULL],9000
7,2,0,[NULL],9000
8,2,0,[NULL],9000
8,3,0,[NULL],9000
9,2,0,[NULL],9000
8,4,0,[NULL],9000
9,3,1,[NULL],9000
9,3,0,[NULL],9000
9,4,0,[NULL],9000
10,3,0,[NULL],9000
9,5,0,[NULL],9000
10,4,0,[NULL],9000
10,5,0,[NULL],9000
10,6,0,[NULL],9000
11,5,0,[NULL],9000
14,2,0,[NULL],9000
15,1,0,[NULL],9000
11,6,0,[NULL],9000
14,4,0,[NULL],9000
15,3,0,[NULL],9000
16,2,0,[NULL],9000
12,7,0,[NULL],9000
17,2,0,[NULL],9000
15,5,0,[NULL],9000
17,3,0,[NULL],9000
18,2,0,[NULL],9000
15,6,0,[NULL],9000
16,5,0,[NULL],9000
17,4,0,0,9998
18,3,0,[NULL],9000
16,6,0,0,2
18,4,0,[NULL],9000
19,3,0,[NULL],9000
16,7,0,[NULL],9000
17,6,0,[NULL],9000
19,4,0,[NULL],9000
20,3,0,[NULL],9000
16,8,0,[NULL],9000
17,7,0,[NULL],9000
19,5,0,0,9998
20,4,0,[NULL],9000
21,3,0,[NULL],9000
17,8,0,[NULL],9000
18,7,0,0,2
22,3,0,[NULL],9000
17,9,0,[NULL],9000
18,8,0,[NULL],9000
21,5,0,[NULL],9000
22,4,0,[NULL],9000
18,9,0,[NULL],9000
21,6,0,[NULL],9000
22,5,0,[NULL],9000
23,4,1,[NULL],9000
23,4,0,[NULL],9000
18,10,0,[NULL],9000
19,9,0,[NULL],9000
23,5,0,[NULL],9000
24,4,0,[NULL],9000
19,10,0,[NULL],9000
24,5,0,[NULL],9000
22,8,0,[NULL],9000
23,7,0,[NULL],9000
24,6,0,0,9997
25,5,0,[NULL],9000
20,11,0,[NULL],9000
23,9,0,0,3
26,6,0,[NULL],9000
30,2,0,[NULL],9000
31,1,0,[NULL],9000
23,10,0,[NULL],9000
24,9,0,[NULL],9000
25,8,0,0,9998
26,7,0,0,9997
27,6,0,[NULL],9000
24,10,0,0,2
31,3,0,[NULL],9000
32,2,0,[NULL],9000
24,11,0,[NULL],9000
25,10,0,0,3
32,3,0,[NULL],9000
33,2,0,[NULL],9000
24,12,0,[NULL],9000
25,11,0,[NULL],9000
27,9,0,0,9998
28,8,0,[NULL],9000
29,7,0,[NULL],9000
30,6,0,0,9996
31,5,1,[NULL],9000
31,5,0,0,9996
32,4,0,[NULL],9000
33,3,0,[NULL],9000
34,2,0,[NULL],9000
25,12,0,[NULL],9000
26,11,0,0,2
32,5,0,[NULL],9000
33,4,1,[NULL],9000
33,4,0,[NULL],9000
34,3,0,[NULL],9000
25,13,0,[NULL],9000
26,12,0,[NULL],9000
