stem,s,base,diff,level
21,0,0,[NULL],9000
22,1,0,[NULL],9000
23,0,0,[NULL],9000
23,1,0,[NULL],9000
23,2,0,[NULL],9000
24,1,0,[NULL],9000
27,1,0,[NULL],9000
27,2,0,[NULL],9000
28,1,0,[NULL],9000
27,3,0,[NULL],9000
28,2,0,[NULL],9000
29,2,0,[NULL],9000
30,1,0,[NULL],9000
31,0,0,0,9996
29,3,0,[NULL],9000
30,2,1,[NULL],9000
30,2,0,[NULL],9000
31,1,0,[NULL],9000
29,4,0,[NULL],9000
30,3,0,[NULL],9000
31,2,0,[NULL],9000
32,1,0,[NULL],9000
30,4,0,0,4
31,3,0,[NULL],9000
30,5,0,[NULL],9000
31,4,0,[NULL],9000
33,2,0,[NULL],9000
34,1,0,[NULL],9000
31,5,0,[NULL],9000
33,3,0,[NULL],9000
34,2,0,[NULL],9000
31,6,0,[NULL],9000
34,3,0,[NULL],9000
35,2,0,[NULL],9000
36,1,0,[NULL],9000
35,4,0,[NULL],9000
36,3,0,[NULL],9000
37,2,1,[NULL],9000
37,2,0,[NULL],9000
38,1,0,[NULL],9000
35,5,0,[NULL],9000
38,2,0,[NULL],9000
35,6,0,[NULL],9000
36,5,0,[NULL],9000
38,3,0,[NULL],9000
39,2,0,[NULL],9000
35,7,0,[NULL],9000
36,6,0,[NULL],9000
39,4,0,0,9998
37,7,0,[NULL],9000
38,6,0,0,2
39,5,0,0,9998
42,2,0,[NULL],9000
37,8,0,[NULL],9000
38,7,0,0,2
39,6,0,0,9998
41,4,0,[NULL],9000
42,3,1,[NULL],9000
42,3,0,[NULL],9000
38,8,0,0,2
39,7,0,[NULL],9000
41,5,0,[NULL],9000
42,4,1,[NULL],9000
42,4,0,0,9998
43,3,1,[NULL],9000
43,3,0,[NULL],9000
38,9,0,[NULL],9000
39,8,0,[NULL],9000
41,6,0,0,2
42,5,0,0,9998
39,9,0,[NULL],9000
41,7,0,0,2
42,6,0,[NULL],9000
44,4,0,[NULL],9000
39,10,0,[NULL],9000
44,5,0,0,9997
44,6,0,[NULL],9000
45,5,0,0,9998
46,4,0,[NULL],9000
47,3,0,[NULL],9000
43,8,0,0,3
44,7,0,0,2
45,6,0,0,9997
46,5,"0,1",[NULL],9000
46,5,1,[NULL],9000
47,4,0,[NULL],9000
47,4,1,0,9998
48,3,0,[NULL],9000
49,2,0,[NULL],9000
50,1,0,0,9998
43,9,0,[NULL],9000
46,6,0,1,2
47,5,1,[NULL],9000
47,5,0,0,9998
48,4,0,[NULL],9000
49,3,0,0,2
50,2,0,0,9998
43,10,0,[NULL],9000
44,9,0,0,3
46,7,0,0,2
47,6,1,[NULL],9000
47,6,0,0,9998
48,5,0,[NULL],9000
49,4,0,0,2
50,3,0,[NULL],9000
51,2,0,[NULL],9000
52,1,0,[NULL],9000
43,11,0,[NULL],9000
44,10,0,[NULL],9000
46,8,0,0,2
47,7,1,[NULL],9000
47,7,0,0,9997
48,6,0,[NULL],9000
47,8,0,0,9997
52,3,0,[NULL],9000
53,2,1,[NULL],9000
53,2,0,[NULL],9000
54,1,0,[NULL],9996
45,11,0,[NULL],9000
46,10,0,0,3
47,9,0,0,9997
50,6,0,[NULL],9000
53,3,0,[NULL],9000
54,2,0,[NULL],9000
45,12,0,[NULL],9000
46,11,0,0,3
47,10,0,[NULL],9000
50,7,0,[NULL],9000
51,6,0,0,9996
52,5,1,[NULL],9000
52,5,0,[NULL],9000
53,4,1,[NULL],9000
53,4,0,[NULL],9000
54,3,2,[NULL],9000
54,3,"0,1",[NULL],9997
54,3,1,[NULL],9997
55,2,1,[NULL],9000
55,2,0,[NULL],9000
46,12,0,0,3
47,11,0,[NULL],9000
49,9,0,[NULL],9000
50,8,0,0,9998
53,5,0,[NULL],9000
54,4,1,[NULL],9000
54,4,0,[NULL],9000
55,3,0,[NULL],9000
46,13,0,[NULL],9000
47,12,0,[NULL],9000
49,10,0,0,2
50,9,0,0,9998
53,6,0,[NULL],9000
53,6,1,[NULL],9000
54,5,0,0,9998
55,4,0,[NULL],9000
56,3,0,[NULL],9000
56,3,1,[NULL],9000
57,2,0,1,9998
47,13,0,[NULL],9000
49,11,0,0,2
50,10,0,0,4
53,7,0,0,2
54,6,0,[NULL],9000
55,5,0,[NULL],9000
56,4,1,0,2
56,4,0,[NULL],9000
57,3,0,[NULL],9000
58,2,0,0,9997
47,14,0,[NULL],9000
52,9,0,0,9997
53,8,0,0,9998
56,5,0,[NULL],9000
58,3,0,[NULL],9000
59,2,0,[NULL],9000
52,10,0,0,2
53,9,0,0,9998
57,5,0,0,3
58,4,0,[NULL],9000
59,3,0,[NULL],9000
51,12,0,0,3
52,11,0,0,2
