stem,s,base,diff,level
3,0,0,[NULL],9000
5,1,0,[NULL],9000
6,1,0,[NULL],9000
6,2,0,[NULL],9000
7,1,0,[NULL],9000
7,2,0,[NULL],9000
8,1,0,[NULL],9000
7,3,0,[NULL],9000
8,2,0,[NULL],9000
9,2,0,[NULL],9000
10,1,0,[NULL],9000
9,3,0,[NULL],9000
10,2,0,[NULL],9000
11,2,0,[NULL],9000
12,2,0,[NULL],9000
11,4,0,[NULL],9000
12,3,0,[NULL],9000
13,3,0,[NULL],9000
14,2,0,[NULL],9000
13,4,0,[NULL],9000
14,3,1,[NULL],9000
14,3,0,[NULL],9000
13,5,0,[NULL],9000
14,4,0,[NULL],9000
15,3,0,[NULL],9000
14,5,0,[NULL],9000
15,4,0,[NULL],9000
17,2,0,[NULL],9000
18,1,0,[NULL],9000
14,6,0,[NULL],9000
15,5,0,[NULL],9000
15,6,0,[NULL],9000
16,5,0,[NULL],9000
17,4,0,[NULL],9000
18,3,0,[NULL],9000
19,2,0,[NULL],9000
15,7,0,[NULL],9000
16,6,0,[NULL],9000
20,2,0,[NULL],9000
20,3,0,[NULL],9000
21,2,0,[NULL],9000
17,7,0,[NULL],9000
18,6,0,[NULL],9000
19,5,0,[NULL],9000
20,4,0,[NULL],9000
21,3,0,[NULL],9000
22,2,0,[NULL],9000
21,4,0,[NULL],9000
22,3,1,[NULL],9000
22,3,0,[NULL],9000
23,2,0,[NULL],9000
20,6,0,[NULL],9000
21,5,0,[NULL],9000
22,4,1,[NULL],9000
22,4,0,0,9998
23,3,0,[NULL],9000
23,3,1,[NULL],9000
19,8,0,[NULL],9000
20,7,0,[NULL],9000
21,6,0,0,2
22,5,0,0,9998
23,4,1,[NULL],9000
23,4,0,[NULL],9000
24,3,1,[NULL],9000
24,3,0,[NULL],9000
21,7,0,0,2
22,6,0,[NULL],9000
24,4,0,[NULL],9000
25,3,1,[NULL],9000
25,3,0,[NULL],9000
21,8,0,[NULL],9000
22,7,0,[NULL],9000
24,5,0,0,9998
25,4,0,[NULL],9000
26,3,0,[NULL],9000
21,9,0,[NULL],9000
22,8,0,[NULL],9000
23,7,0,0,2
24,6,0,[NULL],9000
25,5,0,[NULL],9000
26,4,0,[NULL],9000
22,9,0,[NULL],9000
23,8,0,[NULL],9000
26,5,1,[NULL],9000
26,5,0,[NULL],9000
27,4,1,[NULL],9000
27,4,0,[NULL],9000
22,10,0,[NULL],9000
23,9,0,[NULL],9000
26,6,0,0,9998
27,5,0,[NULL],9000
28,4,0,[NULL],9000
23,10,0,[NULL],9000
24,9,0,[NULL],9000
25,8,0,0,2
26,7,0,[NULL],9000
27,6,0,[NULL],9000
28,5,1,[NULL],9000
28,5,0,[NULL],9000
29,4,0,[NULL],9000
23,11,0,[NULL],9000
24,10,0,[NULL],9000
29,5,0,[NULL],9000
28,7,0,[NULL],9000
29,6,1,[NULL],9000
29,6,0,0,9998
30,5,0,[NULL],9000
33,2,0,[NULL],9000
34,1,0,[NULL],9000
25,11,0,[NULL],9000
26,10,0,[NULL],9000
27,9,0,[NULL],9000
28,8,0,0,2
29,7,0,0,9997
30,6,0,[NULL],9000
31,6,0,[NULL],9000
28,10,0,0,3
29,9,0,[NULL],9000
30,8,0,0,9998
31,7,0,0,9997
32,6,0,0,9998
35,3,0,[NULL],9000
36,2,0,[NULL],9000
27,12,0,[NULL],9000
28,11,0,[NULL],9000
29,10,0,0,2
30,9,0,0,9998
31,8,0,0,2
32,7,0,[NULL],9000
33,6,0,[NULL],9000
34,5,1,[NULL],9000
34,5,0,0,9996
35,4,0,[NULL],9000
36,3,0,[NULL],9000
37,2,0,[NULL],9000
29,11,0,0,2
30,10,0,0,3
35,5,0,[NULL],9000
36,4,1,[NULL],9000
36,4,0,[NULL],9000
37,3,1,[NULL],9000
37,3,0,[NULL],9000
38,2,0,1,9997
29,12,0,[NULL],9000
30,11,0,[NULL],9000
32,9,0,0,9998
33,8,0,0,9998
34,7,0,[NULL],9000
35,6,0,0,9998
36,5,0,[NULL],9000
37,4,0,[NULL],9000
38,3,0,[NULL],9000
39,2,0,[NULL],9000
29,13,0,[NULL],9000
30,12,0,[NULL],9000
31,11,0,0,2
32,10,0,0,2
33,9,0,0,4
34,8,0,0,2
35,7,0,0,9996
36,6,0,[NULL],9000
37,5,1,0,3
37,5,0,[NULL],9000
38,4,2,[NULL],9000
38,4,1,[NULL],9000
38,4,0,[NULL],9000
39,3,0,[NULL],9000
30,13,0,[NULL],9000
31,12,0,[NULL],9000
37,6,0,[NULL],9000
38,5,0,[NULL],9000
40,3,0,[NULL],9000
41,2,0,[NULL],9000
30,14,0,[NULL],9000
31,13,0,[NULL],9000
34,10,0,0,9998
35,9,0,[NULL],9000
36,8,0,0,9998
37,7,1,[NULL],9000
37,7,0,0,9996
38,6,1,[NULL],9000
38,6,0,0,9998
39,5,0,[NULL],9000
39,5,1,[NULL],9000
40,4,0,[NULL],9000
41,3,0,[NULL],9000
31,14,0,[NULL],9000
32,13,0,[NULL],9000
33,12,0,0,2
34,11,0,0,4
35,10,0,0,2
36,9,0,0,9996
37,8,0,0,2
38,7,1,[NULL],9000
38,7,0,[NULL],9000
39,6,1,[NULL],9000
39,6,0,[NULL],9000
40,5,0,[NULL],9000
40,5,1,[NULL],9000
41,4,0,[NULL],9000
42,3,0,[NULL],9000
31,15,0,[NULL],9000
32,14,0,[NULL],9000
39,7,0,[NULL],9000
40,6,0,[NULL],9000
40,6,1,[NULL],9000
41,5,0,[NULL],9000
42,4,0,0,9997
43,3,0,[NULL],9000
36,11,0,0,4
37,10,0,0,9998
38,9,0,0,9996
39,8,0,0,9998
40,7,0,[NULL],9000
41,6,0,[NULL],9000
42,5,0,[NULL],9000
43,4,0,[NULL],9000
43,4,1,[NULL],9000
44,3,0,[NULL],9000
33,15,0,[NULL],9000
34,14,0,[NULL],9000
35,13,0,0,4
36,12,0,0,2
37,11,0,0,9997
38,10,0,0,2
39,9,0,[NULL],9000
40,8,0,[NULL],9000
41,7,0,0,3
42,6,1,[NULL],9000
42,6,0,[NULL],9000
43,5,0,[NULL],9000
44,4,1,[NULL],9000
44,4,0,0,9998
45,3,0,[NULL],9000
41,8,0,0,9997
42,7,0,[NULL],9000
43,6,0,0,2
44,5,1,[NULL],9000
44,5,0,[NULL],9000
45,4,2,[NULL],9000
45,4,1,[NULL],9000
45,4,0,2,9998
46,3,0,[NULL],9000
36,14,0,0,3
37,13,0,0,4
38,12,0,0,9998
39,11,0,0,9997
40,10,0,0,9998
41,9,0,[NULL],9000
42,8,0,0,9998
43,7,1,[NULL],9000
43,7,0,[NULL],9000
44,6,2,0,2
44,6,1,[NULL],9000
44,6,0,[NULL],9000
45,5,"1,2",[NULL],9000
45,5,0,[NULL],9000
45,5,2,[NULL],9000
46,4,0,[NULL],9000
35,16,0,[NULL],9000
36,15,0,[NULL],9000
37,14,0,0,2
38,13,0,0,9998
39,12,0,0,2
40,11,0,0,3
41,10,0,0,2
42,9,0,0,9996
43,8,0,[NULL],9000
44,7,0,[NULL],9000
45,6,0,[NULL],9000
46,5,0,[NULL],9000
47,4,0,[NULL],9000
48,3,0,[NULL],9000
37,15,0,0,2
38,14,0,0,3
43,9,0,[NULL],9000
44,8,0,[NULL],9000
45,7,1,[NULL],9000
45,7,0,[NULL],9000
46,6,1,[NULL],9000
46,6,0,[NULL],9000
47,5,0,[NULL],9000
37,16,0,[NULL],9000
38,15,0,[NULL],9000
40,13,0,0,9998
41,12,0,0,9998
42,11,0,[NULL],9000
43,10,0,0,9998
44,9,0,0,9996
45,8,0,[NULL],9000
46,7,0,[NULL],9000
47,6,0,[NULL],9000
48,5,0,[NULL],9000
49,4,0,[NULL],9000
50,3,0,[NULL],9000
37,17,0,[NULL],9000
38,16,0,[NULL],9000
39,15,0,0,2
40,14,0,0,2
41,13,0,0,4
42,12,0,0,2
43,11,0,0,9996
44,10,0,[NULL],9000
46,8,0,[NULL],9000
47,7,0,[NULL],9000
48,6,0,[NULL],9000
49,5,0,[NULL],9000
38,17,0,[NULL],9000
39,16,0,[NULL],9000
45,10,0,[NULL],9000
46,9,0,1,9998
50,5,1,[NULL],9000
50,5,0,0,9997
51,4,1,[NULL],9000
51,4,0,[NULL],9000
38,18,0,[NULL],9000
39,17,0,[NULL],9000
42,14,0,0,9998
43,13,0,0,4
44,12,0,0,9998
45,11,1,0,2
45,11,0,0,9996
46,10,1,[NULL],9000
46,10,0,0,9998
47,9,0,[NULL],9000
48,8,0,[NULL],9000
49,7,0,[NULL],9000
50,6,0,[NULL],9000
51,5,0,[NULL],9000
51,5,1,[NULL],9000
52,4,0,0,9998
39,18,0,[NULL],9000
40,17,0,[NULL],9000
41,16,0,0,2
42,15,0,0,4
43,14,0,0,2
44,13,0,0,9996
45,12,0,0,2
46,11,0,[NULL],9000
48,9,0,[NULL],9000
49,8,0,0,3
50,7,0,[NULL],9000
51,6,0,0,2
52,5,1,[NULL],9000
52,5,0,[NULL],9000
53,4,1,[NULL],9000
53,4,0,[NULL],9000
39,19,0,[NULL],9000
40,18,0,[NULL],9000
47,11,0,[NULL],9000
48,10,0,0,9997
49,9,0,[NULL],9000
50,8,0,[NULL],9000
51,7,0,[NULL],9000
51,7,1,[NULL],9000
52,6,0,[NULL],9000
53,5,0,2,9998
54,4,1,[NULL],9000
54,4,0,"0,1",9998
44,15,0,0,4
45,14,0,0,9998
46,13,0,0,9996
47,12,0,0,9998
48,11,0,[NULL],9000
49,10,0,0,9998
50,9,0,0,9996
51,8,1,[NULL],9000
51,8,2,[NULL],9000
51,8,0,[NULL],9000
52,7,2,0,2
52,7,1,[NULL],9000
52,7,0,[NULL],9000
53,6,"0,1",0,2
53,6,2,[NULL],9000
53,6,1,1,9997
54,5,1,[NULL],9000
54,5,0,[NULL],9000
55,4,0,[NULL],9000
41,19,0,[NULL],9000
42,18,0,[NULL],9000
43,17,0,0,4
44,16,0,0,2
45,15,0,0,9997
46,14,0,0,2
47,13,0,0,3
48,12,0,0,2
52,8,0,[NULL],9000
52,8,1,[NULL],9000
53,7,1,[NULL],9000
53,7,0,[NULL],9000
54,6,0,[NULL],9000
55,5,0,[NULL],9000
56,4,0,[NULL],9991
49,12,0,0,9997
50,11,0,[NULL],9000
51,10,0,[NULL],9000
52,9,1,1,3
52,9,0,[NULL],9000
53,8,1,[NULL],9000
53,8,0,[NULL],9000
54,7,0,[NULL],9000
55,6,0,2,9997
55,6,1,0,9998
56,5,1,[NULL],9000
56,5,0,0,9998
44,18,0,0,3
45,17,0,0,4
46,16,0,0,9998
47,15,0,0,9997
48,14,0,0,9998
49,13,0,0,4
50,12,0,0,9998
51,11,0,0,9996
52,10,0,[NULL],9000
53,9,0,[NULL],9000
54,8,0,1,2
55,7,0,0,2
56,6,1,[NULL],9000
56,6,0,[NULL],9993
57,5,1,[NULL],9000
57,5,0,0,9998
43,20,0,[NULL],9000
44,19,0,[NULL],9000
45,18,0,0,2
46,17,0,0,9998
47,16,0,0,2
48,15,0,0,3
49,14,0,0,2
50,13,0,0,9996
53,10,0,[NULL],9000
54,9,2,0,3
54,9,0,[NULL],9000
54,9,1,[NULL],9000
55,8,1,[NULL],9000
55,8,0,[NULL],9000
56,7,0,0,2
57,6,0,[NULL],9000
58,5,0,[NULL],9000
45,19,0,0,2
46,18,0,0,3
51,13,0,[NULL],9000
52,12,0,[NULL],9000
53,11,0,0,9997
54,10,0,0,9996
55,9,0,[NULL],9000
56,8,0,[NULL],9000
56,8,1,[NULL],9000
57,7,1,[NULL],9000
57,7,0,0,9997
58,6,1,[NULL],9000
58,6,0,1,9998
59,5,0,[NULL],9000
45,20,0,[NULL],9000
46,19,0,[NULL],9000
48,17,0,0,9998
49,16,0,0,9998
50,15,0,0,4
51,14,0,0,9998
52,13,0,0,9996
53,12,0,[NULL],9000
54,11,0,[NULL],9000
55,10,0,"0,1",9996
56,9,0,[NULL],9000
57,8,1,0,2
57,8,0,[NULL],9000
58,7,0,[NULL],9000
45,21,0,[NULL],9000
46,20,0,[NULL],9000
47,19,0,0,2
48,18,0,0,2
49,17,0,0,4
50,16,0,0,2
51,15,0,0,9996
52,14,0,0,3
56,10,0,0,3
57,9,0,[NULL],9000
57,9,1,[NULL],9000
58,8,0,[NULL],9000
59,7,0,[NULL],9000
59,7,1,0,9997
60,6,0,0,9998
46,21,0,[NULL],9000
47,20,0,[NULL],9000
53,14,0,0,4
54,13,0,1,9998
55,12,0,0,9997
56,11,0,[NULL],9000
57,10,0,[NULL],9000
58,9,0,[NULL],9000
59,8,0,0,2
60,7,1,2,9997
60,7,0,1,9998
61,6,0,0,9996
65,2,0,[NULL],9000
66,1,0,[NULL],9000
46,22,0,[NULL],9000
47,21,0,[NULL],9000
50,18,0,0,9998
51,17,0,0,4
52,16,0,0,9998
53,15,1,0,2
53,15,0,0,9996
54,14,"0,1",0,4
54,14,1,0,9998
55,13,0,[NULL],9000
56,12,0,0,9997
57,11,0,0,9996
58,10,0,1,3
59,9,1,0,2
59,9,0,[NULL],9000
60,8,0,0,9994
61,7,0,1,9997
64,4,0,0,9997
47,22,0,[NULL],9000
48,21,0,[NULL],9000
49,20,0,0,2
50,19,0,0,4
51,18,0,0,2
52,17,0,0,9996
53,16,0,1,2
54,15,0,0,3
58,11,1,[NULL],9000
58,11,0,[NULL],9000
59,10,2,1,3
59,10,0,[NULL],9000
59,10,1,[NULL],9000
60,9,0,1,9997
62,7,0,0,9998
63,6,0,0,9996
65,4,0,1,9998
47,23,0,[NULL],9000
48,22,0,[NULL],9000
55,15,0,0,3
56,14,0,0,9997
57,13,0,[NULL],9000
58,12,0,[NULL],9000
59,11,0,0,9996
60,10,1,0,3
60,10,0,0,4
61,9,0,0,2
61,9,1,0,9997
62,8,1,[NULL],9000
62,8,0,0,9995
63,7,0,0,3
64,6,1,0,2
64,6,0,[NULL],9000
65,5,0,0,9994
67,3,0,[NULL],9000
68,2,0,[NULL],9000
52,19,0,0,4
53,18,0,0,9998
54,17,0,0,9996
55,16,0,0,9998
56,15,0,0,4
57,14,0,0,9998
58,13,0,0,9996
59,12,1,0,3
59,12,0,[NULL],9000
60,11,0,[NULL],9000
60,11,1,[NULL],9000
61,10,0,[NULL],9000
61,10,1,[NULL],9000
62,9,0,1,9997
65,6,0,[NULL],9000
66,5,1,0,9997
66,5,0,"0,1",9998
67,4,0,1,9998
68,3,0,[NULL],9000
69,2,0,[NULL],9000
49,23,0,[NULL],9000
50,22,0,[NULL],9000
51,21,0,0,4
52,20,0,0,2
53,19,0,0,9997
54,18,0,0,2
55,17,0,0,3
56,16,0,0,2
60,12,0,1,3
61,11,0,1,9998
62,10,0,0,4
62,10,1,[NULL],9000
63,9,1,[NULL],9000
63,9,0,[NULL],9000
64,8,0,[NULL],9000
65,7,"0,1",0,2
65,7,1,0,9998
66,6,1,0,2
66,6,2,[NULL],9000
66,6,0,2,9998
67,5,1,[NULL],9000
67,5,0,1,9998
68,4,0,[NULL],9000
69,3,1,[NULL],9000
69,3,0,[NULL],9000
70,2,0,0,9998
57,16,0,0,9997
58,15,0,0,4
59,14,0,0,6
60,13,1,0,2
60,13,0,0,9996
61,12,1,0,3
61,12,0,0,9996
62,11,0,[NULL],9000
63,10,0,0,9995
64,9,0,1,2
64,9,1,0,9997
65,8,2,0,2
65,8,0,1,3
65,8,1,1,9997
66,7,1,0,2
66,7,0,[NULL],9000
67,6,0,[NULL],9000
67,6,2,[NULL],9000
67,6,1,[NULL],9000
68,5,1,[NULL],9000
68,5,2,1,9997
68,5,0,"1,2",9998
69,4,0,0,2
70,3,0,[NULL],9000
70,3,1,1,9998
71,2,0,[NULL],9000
52,22,0,0,3
53,21,0,0,4
54,20,0,0,9998
55,19,0,0,9997
56,18,0,0,9998
57,17,0,0,4
58,16,0,0,9998
59,15,0,0,9996
60,14,0,[NULL],9000
61,13,0,0,5
62,12,0,0,9996
63,11,0,0,9998
65,9,0,[NULL],9000
66,8,"0,1",[NULL],9000
66,8,1,1,9997
67,7,"1,2",0,2
67,7,2,[NULL],9000
67,7,0,1,9997
68,6,2,[NULL],9000
68,6,1,[NULL],9000
68,6,0,2,9998
69,5,1,1,2
69,5,0,[NULL],9000
70,4,1,[NULL],9000
70,4,0,[NULL],9000
71,3,0,[NULL],9000
51,24,0,[NULL],9000
52,23,0,[NULL],9000
53,22,0,0,2
54,21,0,0,9998
55,20,0,0,2
56,19,0,0,3
57,18,0,0,2
58,17,0,0,9996
62,13,0,0,2
63,12,0,1,3
63,12,1,[NULL],9000
64,11,1,1,3
64,11,0,0,6
65,10,"0,1",[NULL],9000
65,10,1,[NULL],9000
66,9,"0,1",[NULL],9000
66,9,1,0,9996
67,8,2,0,2
67,8,1,2,3
67,8,0,0,9997
68,7,3,[NULL],9000
68,7,2,[NULL],9000
68,7,"0,1",0,9994
68,7,1,0,9998
69,6,3,[NULL],9000
69,6,2,4,9996
69,6,"0,1",0,9997
