stem,s,base,diff,level
51,0,0,[NULL],9000
53,1,0,[NULL],9000
54,1,0,[NULL],9000
55,0,0,[NULL],9000
54,2,0,[NULL],9000
55,1,0,[NULL],9000
55,2,0,[NULL],9000
56,1,0,[NULL],9000
55,3,0,[NULL],9000
57,2,0,[NULL],9000
58,1,0,[NULL],9000
59,2,0,[NULL],9000
59,3,0,[NULL],9000
60,2,0,[NULL],9000
59,4,0,[NULL],9000
60,3,0,[NULL],9000
62,1,0,[NULL],9000
63,0,0,0,9995
62,2,0,[NULL],9000
63,1,0,[NULL],9000
61,4,0,[NULL],9000
62,3,0,[NULL],9000
63,2,0,[NULL],9000
64,1,0,[NULL],9000
61,5,0,[NULL],9000
62,4,0,[NULL],9000
63,3,0,[NULL],9000
62,5,0,0,5
63,4,0,[NULL],9000
65,2,1,[NULL],9000
65,2,0,[NULL],9000
66,1,1,[NULL],9000
66,1,0,[NULL],9000
62,6,0,[NULL],9000
63,5,0,[NULL],9000
65,3,0,[NULL],9000
66,2,0,[NULL],9000
63,6,0,[NULL],9000
65,4,0,[NULL],9000
66,3,"0,1",[NULL],9000
66,3,1,[NULL],9000
67,2,0,[NULL],9000
63,7,0,[NULL],9000
68,2,0,[NULL],9000
68,3,0,[NULL],9000
69,2,1,[NULL],9000
69,2,0,[NULL],9000
70,1,0,[NULL],9000
67,5,0,[NULL],9000
68,4,0,[NULL],9000
69,3,0,[NULL],9000
70,2,0,[NULL],9000
67,6,0,[NULL],9000
69,4,0,[NULL],9000
70,3,1,[NULL],9000
70,3,0,[NULL],9000
71,2,0,[NULL],9000
67,7,0,[NULL],9000
68,6,0,[NULL],9000
70,4,0,[NULL],9000
71,3,0,[NULL],9000
67,8,0,[NULL],9000
68,7,0,[NULL],9000
71,4,0,[NULL],9000
72,3,0,[NULL],9000
71,5,0,0,9998
69,8,0,[NULL],9000
70,7,0,0,2
71,6,0,0,9998
74,3,0,[NULL],9000
69,9,0,[NULL],9000
70,8,0,0,2
71,7,0,0,9998
74,4,0,[NULL],9000
70,9,0,0,2
71,8,0,[NULL],9000
73,6,0,[NULL],9000
74,5,1,[NULL],9000
74,5,0,0,9998
75,4,0,[NULL],9000
70,10,0,[NULL],9000
71,9,0,[NULL],9000
73,7,0,0,2
74,6,0,0,9998
71,10,0,[NULL],9000
73,8,0,0,2
74,7,0,[NULL],9000
76,5,0,[NULL],9000
71,11,0,[NULL],9000
76,6,0,0,9997
77,5,0,0,9998
78,4,0,[NULL],9000
79,3,0,[NULL],9000
76,7,0,0,2
77,6,0,0,9998
78,5,0,[NULL],9000
79,4,0,[NULL],9000
79,4,1,0,9998
80,3,0,[NULL],9988
81,2,0,[NULL],9995
82,1,0,[NULL],9000
75,9,0,0,3
76,8,0,0,2
77,7,0,0,9997
78,6,0,1,2
79,5,0,0,9998
80,4,0,[NULL],9000
81,3,0,[NULL],9000
82,2,0,0,9998
75,10,0,[NULL],9000
78,7,0,0,2
79,6,1,[NULL],9000
79,6,0,0,9998
80,5,0,[NULL],9000
81,4,0,0,2
82,3,0,[NULL],9000
75,11,0,[NULL],9000
76,10,0,0,3
78,8,0,0,2
79,7,1,[NULL],9000
79,7,0,0,9998
80,6,0,1,9998
83,3,0,[NULL],9000
84,2,0,[NULL],9000
75,12,0,[NULL],9000
76,11,0,[NULL],9000
78,9,0,0,2
79,8,1,0,2
79,8,0,0,9997
80,7,0,[NULL],9000
81,6,0,[NULL],9000
82,5,1,[NULL],9000
82,5,0,[NULL],9000
83,4,0,[NULL],9000
84,3,0,[NULL],9000
85,2,1,[NULL],9000
85,2,0,[NULL],9000
86,1,0,[NULL],9996
79,9,0,0,9997
82,6,0,0,9996
83,5,0,[NULL],9000
84,4,0,[NULL],9000
85,3,0,[NULL],9000
86,2,0,[NULL],9996
77,12,0,[NULL],9000
78,11,0,0,3
79,10,0,0,9997
82,7,0,[NULL],9000
83,6,0,0,9998
84,5,0,[NULL],9000
85,4,"0,1",[NULL],9000
85,4,1,[NULL],9000
86,3,2,[NULL],9000
86,3,0,[NULL],9997
86,3,1,1,9998
87,2,1,[NULL],9000
87,2,0,[NULL],9000
77,13,0,[NULL],9000
78,12,0,0,3
79,11,0,[NULL],9000
82,8,0,0,2
83,7,0,0,9996
84,6,0,[NULL],9000
85,5,1,1,2
85,5,0,[NULL],9000
86,4,2,[NULL],9000
86,4,1,[NULL],9000
86,4,0,[NULL],9000
87,3,0,1,9998
78,13,0,0,3
79,12,0,[NULL],9000
81,10,0,0,4
82,9,0,0,9998
85,6,1,[NULL],9000
85,6,0,[NULL],9000
86,5,1,0,2
86,5,0,0,9998
87,4,0,[NULL],9000
88,3,2,[NULL],9000
88,3,0,[NULL],9000
88,3,1,[NULL],9984
89,2,1,[NULL],9000
89,2,0,1,9998
78,14,0,[NULL],9000
79,13,0,[NULL],9000
81,11,0,0,2
82,10,0,0,9998
85,7,0,0,2
85,7,1,[NULL],9000
86,6,0,0,9998
87,5,0,[NULL],9000
88,4,1,0,2
88,4,0,[NULL],9000
89,3,0,1,9998
79,14,0,[NULL],9000
81,12,0,0,2
82,11,0,0,4
85,8,0,0,2
86,7,0,[NULL],9000
87,6,0,[NULL],9000
88,5,1,0,2
88,5,0,[NULL],9986
89,4,0,[NULL],9000
90,3,0,[NULL],9997
79,15,0,[NULL],9000
84,10,0,0,9997
85,9,0,0,9998
88,6,0,[NULL],9000
89,5,0,[NULL],9000
90,4,0,[NULL],9000
90,4,1,[NULL],9000
91,3,0,[NULL],9000
84,11,0,0,2
85,10,0,0,9998
88,7,0,[NULL],9000
89,6,1,[NULL],9000
89,6,0,[NULL],9000
90,5,1,[NULL],9000
90,5,0,[NULL],9000
91,4,0,[NULL],9000
91,4,1,[NULL],9000
92,3,1,[NULL],9000
92,3,0,[NULL],9000
93,2,0,[NULL],9000
83,13,0,0,3
84,12,0,0,2
85,11,0,0,9997
90,6,0,[NULL],9000
91,5,0,[NULL],9000
92,4,1,[NULL],9000
92,4,0,[NULL],9000
93,3,0,[NULL],9000
83,14,0,[NULL],9000
87,10,0,[NULL],9000
88,9,0,0,9998
89,8,0,0,9997
90,7,0,[NULL],9000
92,5,2,[NULL],9000
92,5,1,[NULL],9000
92,5,0,[NULL],9000
93,4,3,[NULL],9000
93,4,2,[NULL],9000
93,4,"0,1",[NULL],9000
93,4,1,1,9998
94,3,1,[NULL],9000
94,3,0,[NULL],9998
95,2,0,[NULL],9997
83,15,0,[NULL],9000
84,14,0,0,3
87,11,0,0,2
88,10,0,0,9998
92,6,1,1,2
92,6,0,[NULL],9000
93,5,2,[NULL],9000
93,5,1,[NULL],9000
93,5,0,[NULL],9000
94,4,0,0,9998
83,16,0,[NULL],9000
84,15,0,[NULL],9000
87,12,0,0,2
88,11,0,0,3
93,6,0,0,2
93,6,1,[NULL],9000
94,5,0,[NULL],9000
94,5,1,[NULL],9000
95,4,1,[NULL],9000
95,4,0,[NULL],9000
96,3,"0,1",[NULL],9996
96,3,1,0,9998
87,13,0,0,9998
90,10,0,0,9996
91,9,"0,1",[NULL],9000
91,9,1,0,9998
92,8,0,[NULL],9000
93,7,1,[NULL],9000
93,7,0,[NULL],9000
94,6,0,[NULL],9000
94,6,1,[NULL],9000
95,5,0,1,2
96,4,1,[NULL],9981
96,4,0,0,9998
97,3,0,[NULL],9958
85,16,0,[NULL],9000
86,15,0,0,2
87,14,0,0,9998
90,11,0,1,2
91,10,0,0,9998
93,8,0,[NULL],9000
94,7,1,[NULL],9000
94,7,0,[NULL],9000
95,6,0,0,2
96,5,1,[NULL],9000
96,5,0,[NULL],9000
97,4,2,[NULL],9000
97,4,1,[NULL],9958
97,4,0,1,9998
98,3,1,[NULL],9000
98,3,0,[NULL],9959
85,17,0,[NULL],9000
86,16,0,0,2
87,15,0,0,9998
90,12,0,0,2
91,11,0,0,9996
92,10,0,[NULL],9000
94,8,0,[NULL],9000
95,7,0,[NULL],9000
96,6,1,0,2
96,6,0,[NULL],9000
97,5,1,[NULL],9000
97,5,0,[NULL],9960
86,17,0,0,2
87,16,0,[NULL],9000
89,14,0,0,4
90,13,0,0,9998
93,10,0,[NULL],9000
94,9,0,[NULL],9000
94,9,1,0,9998
95,8,0,0,9998
98,5,1,[NULL],9000
98,5,0,[NULL],9961
99,4,1,[NULL],9000
99,4,2,[NULL],9000
99,4,0,[NULL],9000
100,3,0,[NULL],9996
101,2,0,[NULL],9997
102,1,0,0,9998
86,18,0,[NULL],9000
87,17,0,[NULL],9000
89,15,0,0,2
90,14,0,0,9998
93,11,0,1,2
94,10,0,0,2
95,9,0,0,9998
98,6,0,[NULL],9000
99,5,0,[NULL],9000
99,5,1,[NULL],9000
100,4,0,0,9998
101,3,0,0,2
102,2,0,"0,1,2",9998
87,18,0,[NULL],9000
89,16,0,0,2
90,15,0,0,4
94,11,0,0,2
95,10,0,0,9997
98,7,0,[NULL],9000
98,7,1,[NULL],9963
99,6,0,0,2
100,5,1,[NULL],9000
100,5,0,[NULL],9000
101,4,"0,1,2",0,2
101,4,2,[NULL],9000
101,4,1,[NULL],9000
102,3,1,[NULL],9963
102,3,0,0,9998
103,2,0,[NULL],9994
87,19,0,[NULL],9000
92,14,0,0,9997
93,13,0,0,9998
94,12,0,[NULL],9000
95,11,0,0,9997
96,10,0,1,9996
97,9,0,[NULL],9000
98,8,0,[NULL],9000
98,8,1,[NULL],9963
99,7,0,[NULL],9000
99,7,1,[NULL],9000
101,5,0,0,2
102,4,1,[NULL],9964
102,4,0,[NULL],9964
92,15,0,0,2
93,14,0,0,9998
94,13,0,0,3
95,12,0,0,9997
98,9,0,[NULL],9000
99,8,0,[NULL],9000
99,8,1,[NULL],9000
99,8,2,[NULL],9000
100,7,0,[NULL],9000
101,6,0,[NULL],9000
102,5,0,[NULL],9000
103,4,0,[NULL],9000
104,3,0,[NULL],9965
91,17,0,0,3
92,16,0,0,2
93,15,0,0,9997
94,14,0,0,3
95,13,0,0,9997
102,6,0,0,9997
103,5,0,[NULL],9000
104,4,0,[NULL],9979
91,18,0,[NULL],9000
94,15,0,0,3
95,14,1,0,4
95,14,0,0,9997
96,13,0,1,9998
97,12,0,0,9997
98,11,0,[NULL],9000
99,10,0,[NULL],9000
100,9,0,[NULL],9000
102,7,0,0,9997
103,6,0,[NULL],9967
104,5,0,[NULL],9967
91,19,0,[NULL],9000
92,18,0,0,3
94,16,0,0,3
95,15,1,0,2
95,15,0,0,9996
96,14,0,1,9998
101,9,0,0,3
102,8,1,[NULL],9968
102,8,0,[NULL],9968
103,7,0,[NULL],9968
104,6,0,0,9997
105,5,0,0,9998
91,20,0,[NULL],9000
92,19,0,[NULL],9000
94,17,0,0,3
95,16,1,0,2
95,16,0,0,9996
96,15,0,0,3
101,10,0,0,3
102,9,0,"0,1",9998
104,7,0,0,2
105,6,0,[NULL],9967
105,6,1,2,9998
106,5,0,"0,1",9997
109,2,0,[NULL],9969
110,1,0,1,9998
95,17,0,0,9996
98,14,0,0,9996
99,13,"0,1",[NULL],9000
99,13,1,0,9998
100,12,0,[NULL],9000
101,11,"0,1",0,2
101,11,1,0,9997
102,10,1,0,9996
102,10,0,0,9998
103,9,0,0,3
104,8,2,1,2
104,8,1,[NULL],9968
104,8,0,[NULL],9982
105,7,"0,1",[NULL],9970
105,7,1,0,9997
106,6,0,[NULL],9970
106,6,1,1,9998
109,3,1,0,2
109,3,0,[NULL],9997
110,2,0,2,9997
93,20,0,[NULL],9000
94,19,0,0,4
95,18,0,[NULL],9000
98,15,0,1,2
99,14,0,0,9998
101,12,0,0,2
102,11,0,0,9998
103,10,0,[NULL],9971
104,9,2,[NULL],9000
104,9,0,[NULL],9971
104,9,1,[NULL],9982
105,8,1,1,2
105,8,0,0,3
106,7,0,[NULL],9967
108,5,0,"0,1",9996
109,4,0,[NULL],9971
109,4,1,[NULL],9997
110,3,1,[NULL],9995
110,3,0,"1,2",9997
111,2,0,[NULL],9994
93,21,0,[NULL],9000
94,20,0,0,4
95,19,0,[NULL],9000
98,16,0,0,2
99,15,0,0,9996
100,14,0,1,3
101,13,0,0,2
102,12,0,1,9998
104,10,0,1,3
105,9,0,[NULL],9000
107,7,0,0,9997
108,6,"0,1",[NULL],9972
108,6,1,[NULL],9972
109,5,2,0,3
109,5,4,[NULL],9972
109,5,3,[NULL],9972
109,5,"0,1",[NULL],9972
109,5,1,1,9998
110,4,2,[NULL],9994
110,4,1,1,9997
110,4,0,"0,1,2,3",9998
94,21,0,0,4
95,20,0,[NULL],9000
97,18,0,0,4
98,17,0,0,9998
101,14,1,0,2
101,14,0,1,4
102,13,0,"0,1",9998
102,13,1,0,9998
103,12,0,0,9997
104,11,0,[NULL],9000
105,10,0,[NULL],9000
106,9,0,[NULL],9000
107,8,0,[NULL],9998
108,7,1,1,2
108,7,0,[NULL],9972
109,6,"0,1,2,3",0,2
109,6,"1,2",0,3
109,6,2,[NULL],9972
109,6,3,[NULL],9973
110,5,0,[NULL],9971
110,5,"1,2",2,9997
110,5,2,[NULL],9997
111,4,0,[NULL],9994
112,3,0,[NULL],9994
112,3,1,[NULL],9994
113,2,1,[NULL],9000
113,2,0,[NULL],9997
114,1,0,[NULL],9000
94,22,0,[NULL],9000
95,21,0,[NULL],9000
97,19,0,0,2
98,18,0,0,9998
