stem,s,base,diff,level
0,0,0,[NULL],9000
2,1,"0,1",[NULL],9000
2,1,1,[NULL],9000
2,2,0,[NULL],9000
3,1,0,[NULL],9000
2,3,0,[NULL],9000
3,2,0,[NULL],9000
2,4,0,[NULL],9000
4,2,0,[NULL],9000
5,1,0,[NULL],9000
2,5,0,[NULL],9000
4,3,0,[NULL],9000
5,2,0,[NULL],9000
2,6,0,[NULL],9000
5,3,0,[NULL],9000
6,2,0,[NULL],9000
7,1,0,[NULL],9000
2,7,0,[NULL],9000
7,2,0,[NULL],9000
2,8,0,[NULL],9000
8,2,0,[NULL],9000
2,9,0,[NULL],9000
8,3,0,[NULL],9000
9,2,"0,1",[NULL],9000
9,2,1,[NULL],9000
2,10,0,[NULL],9000
8,4,0,[NULL],9000
9,3,0,[NULL],9000
9,3,1,[NULL],9000
2,11,0,[NULL],9000
9,4,0,[NULL],9000
10,3,0,[NULL],9000
2,12,0,[NULL],9000
9,5,0,[NULL],9000
10,4,0,[NULL],9000
11,3,0,[NULL],9000
2,13,0,[NULL],9000
10,5,0,[NULL],9000
11,4,0,[NULL],9000
2,14,0,[NULL],9000
11,5,0,[NULL],9000
14,2,0,[NULL],9000
15,1,0,[NULL],9000
2,15,0,[NULL],9000
11,6,0,[NULL],9000
2,16,0,[NULL],9000
12,6,0,[NULL],9000
13,5,0,[NULL],9000
14,4,0,[NULL],9000
15,3,0,[NULL],9000
16,2,0,[NULL],9000
2,17,0,[NULL],9000
12,7,0,[NULL],9000
13,6,0,[NULL],9000
16,3,0,[NULL],9000
17,2,"0,1",[NULL],9000
17,2,1,0,9997
2,18,0,[NULL],9000
13,7,0,[NULL],9000
17,3,0,0,9997
18,2,0,[NULL],9000
2,19,0,[NULL],9000
15,6,0,[NULL],9000
16,5,0,1,3
16,5,1,[NULL],9000
17,4,1,[NULL],9000
17,4,0,0,9997
18,3,0,[NULL],9000
2,20,0,[NULL],9000
16,6,0,0,3
17,5,0,[NULL],9000
18,4,0,[NULL],9000
19,3,1,[NULL],9000
19,3,0,[NULL],9000
20,2,0,[NULL],9000
2,21,0,[NULL],9000
16,7,0,0,3
17,6,0,[NULL],9000
17,6,1,[NULL],9000
19,4,1,[NULL],9000
19,4,0,0,9998
20,3,"0,1",[NULL],9000
20,3,1,[NULL],9000
2,22,0,[NULL],9000
16,8,0,[NULL],9000
17,7,0,[NULL],9000
17,7,1,[NULL],9000
18,6,0,0,2
19,5,0,[NULL],9000
19,5,1,0,9998
20,4,1,[NULL],9000
20,4,2,[NULL],9000
20,4,0,0,9998
21,3,1,[NULL],9000
21,3,0,[NULL],9000
2,23,0,[NULL],9000
17,8,0,[NULL],9000
18,7,0,1,2
19,6,0,0,2
20,5,0,0,9998
22,3,0,[NULL],9000
2,24,0,[NULL],9000
17,9,0,[NULL],9000
18,8,0,[NULL],9000
19,7,0,0,2
22,4,0,[NULL],9000
23,3,0,[NULL],9000
2,25,0,[NULL],9000
18,9,0,[NULL],9000
19,8,0,[NULL],9000
21,6,0,[NULL],9000
22,5,"0,1",[NULL],9000
22,5,1,[NULL],9000
23,4,0,[NULL],9000
23,4,1,[NULL],9000
2,26,0,[NULL],9000
19,9,0,[NULL],9000
22,6,0,[NULL],9000
23,5,1,[NULL],9000
23,5,0,0,9997
24,4,1,[NULL],9000
24,4,0,[NULL],9000
2,27,0,[NULL],9000
19,10,0,[NULL],9000
2,28,0,[NULL],9000
20,10,0,[NULL],9000
21,9,0,[NULL],9000
22,8,0,0,3
23,7,0,[NULL],9000
24,6,0,[NULL],9000
25,5,1,[NULL],9000
25,5,0,[NULL],9000
2,29,0,[NULL],9000
20,11,0,[NULL],9000
21,10,0,[NULL],9000
25,6,0,[NULL],9000
26,5,0,[NULL],9000
2,30,0,[NULL],9000
21,11,0,[NULL],9000
25,7,0,0,9998
26,6,0,[NULL],9000
30,2,0,[NULL],9000
31,1,0,[NULL],9000
2,31,0,[NULL],9000
23,10,0,[NULL],9000
24,9,0,0,2
24,9,1,[NULL],9000
25,8,1,[NULL],9000
25,8,0,0,9998
26,7,0,0,9997
27,6,0,[NULL],9000
2,32,0,[NULL],9000
24,10,0,0,2
25,9,0,0,9998
28,6,0,[NULL],9000
2,33,0,[NULL],9000
24,11,0,0,2
25,10,0,0,3
25,10,1,[NULL],9000
27,8,0,0,9998
28,7,0,0,9998
32,3,"0,1",[NULL],9000
32,3,1,[NULL],9000
33,2,"0,1",[NULL],9000
33,2,1,0,9998
2,34,0,[NULL],9000
24,12,0,[NULL],9000
25,11,0,[NULL],9000
25,11,1,[NULL],9000
26,10,0,0,2
27,9,0,0,2
27,9,1,0,9998
28,8,1,[NULL],9000
28,8,0,0,9998
29,7,0,[NULL],9000
30,6,0,[NULL],9000
31,5,1,[NULL],9000
31,5,0,"0,1",9996
32,4,0,1,2
32,4,1,[NULL],9000
33,3,0,[NULL],9000
33,3,1,1,9998
34,2,0,[NULL],9000
2,35,0,[NULL],9000
25,12,0,[NULL],9000
26,11,0,1,2
27,10,0,0,2
28,9,0,0,9998
32,5,1,1,2
32,5,0,[NULL],9000
33,4,2,[NULL],9000
33,4,0,[NULL],9000
33,4,1,1,9998
34,3,0,[NULL],9000
2,36,0,[NULL],9000
25,13,0,[NULL],9000
26,12,0,[NULL],9000
27,11,0,0,2
30,8,0,0,9998
31,7,0,0,9998
32,6,1,1,2
32,6,0,1,9998
33,5,0,[NULL],9000
33,5,1,0,9997
34,4,0,[NULL],9987
35,3,0,[NULL],9000
36,2,0,0,9997
2,37,0,[NULL],9000
26,13,0,[NULL],9000
27,12,0,[NULL],9000
29,10,0,0,2
30,9,0,0,2
30,9,1,0,4
31,8,1,0,2
31,8,0,0,9998
32,7,"0,1",[NULL],9000
32,7,1,0,9996
33,6,0,[NULL],9000
33,6,1,0,9997
34,5,0,[NULL],9000
35,4,1,[NULL],9000
35,4,0,[NULL],9000
36,3,0,[NULL],9000
2,38,0,[NULL],9000
27,13,0,[NULL],9000
30,10,0,0,2
31,9,0,0,9997
32,8,0,1,3
33,7,0,1,9997
34,6,0,[NULL],9000
35,5,0,0,3
35,5,1,[NULL],9000
36,4,0,[NULL],9000
37,3,0,[NULL],9000
38,2,0,[NULL],9000
2,39,0,[NULL],9000
27,14,0,[NULL],9000
32,9,0,1,3
33,8,1,0,9997
33,8,0,0,9998
34,7,1,[NULL],9000
34,7,0,0,9998
35,6,0,[NULL],9000
36,5,0,[NULL],9000
38,3,0,[NULL],9000
2,40,0,[NULL],9000
28,14,0,[NULL],9000
29,13,0,[NULL],9000
30,12,0,0,3
31,11,0,1,4
32,10,0,0,2
32,10,1,0,3
33,9,0,0,2
33,9,"1,2",1,9996
33,9,2,0,9996
34,8,1,[NULL],9000
34,8,0,0,9998
35,7,1,[NULL],9000
35,7,0,[NULL],9000
36,6,1,[NULL],9000
36,6,0,[NULL],9000
37,5,0,[NULL],9000
37,5,1,[NULL],9000
38,4,0,[NULL],9000
39,3,0,[NULL],9000
2,41,0,[NULL],9000
28,15,0,[NULL],9000
29,14,0,[NULL],9000
32,11,0,1,3
33,10,0,0,2
33,10,1,0,9996
34,9,0,1,9997
37,6,0,[NULL],9000
39,4,1,[NULL],9000
39,4,0,0,9997
40,3,"0,1",[NULL],9000
40,3,1,1,9996
2,42,0,[NULL],9000
29,15,0,[NULL],9000
33,11,0,0,9996
36,8,0,0,9998
37,7,0,0,9998
38,6,0,[NULL],9000
39,5,0,[NULL],9000
40,4,0,[NULL],9000
40,4,2,[NULL],9000
40,4,1,1,9996
41,3,0,[NULL],9000
2,43,0,[NULL],9000
