stem,s,base,diff,level
1,0,0,[NULL],9000
2,1,0,[NULL],9000
3,0,0,[NULL],9000
3,1,0,[NULL],9000
3,2,0,[NULL],9000
4,1,0,[NULL],9000
6,1,0,[NULL],9000
7,0,0,[NULL],9000
7,1,0,[NULL],9000
7,2,1,[NULL],9000
7,2,0,[NULL],9000
8,1,1,[NULL],9000
8,1,0,[NULL],9000
7,3,0,[NULL],9000
8,2,0,[NULL],9000
9,2,1,[NULL],9000
9,2,0,[NULL],9000
10,1,0,[NULL],9000
9,3,0,[NULL],9000
10,2,0,[NULL],9000
9,4,0,[NULL],9000
10,3,0,[NULL],9000
10,5,0,[NULL],9000
11,4,0,[NULL],9000
14,1,0,[NULL],9000
15,0,0,0,9998
11,5,0,[NULL],9000
14,2,0,0,2
15,1,0,0,9997
11,6,0,[NULL],9000
14,3,0,[NULL],9000
15,2,1,[NULL],9000
15,2,0,0,9997
16,1,1,[NULL],9000
16,1,0,[NULL],9000
14,4,0,0,3
15,3,0,[NULL],9000
14,5,0,0,3
15,4,1,[NULL],9000
15,4,0,[NULL],9000
16,3,0,[NULL],9000
17,2,1,[NULL],9000
17,2,2,[NULL],9000
17,2,0,[NULL],9000
18,1,"0,1",[NULL],9000
18,1,1,[NULL],9000
15,5,0,[NULL],9000
17,3,0,0,9998
18,2,"0,1",[NULL],9000
18,2,1,[NULL],9000
15,6,0,[NULL],9000
16,5,0,0,2
17,4,0,[NULL],9000
18,3,2,[NULL],9000
18,3,1,[NULL],9000
18,3,0,0,9998
19,2,0,[NULL],9000
19,2,1,[NULL],9000
15,7,0,[NULL],9000
16,6,0,[NULL],9000
17,5,0,"0,1",2
18,4,0,0,9998
17,6,0,0,2
19,4,0,[NULL],9000
20,3,1,[NULL],9000
20,3,0,[NULL],9000
21,2,1,[NULL],9000
21,2,0,[NULL],9000
22,1,0,[NULL],9000
17,7,0,[NULL],9000
20,4,0,[NULL],9000
21,3,0,[NULL],9000
22,2,0,[NULL],9000
17,8,0,[NULL],9000
20,5,0,[NULL],9000
21,4,1,[NULL],9000
21,4,0,[NULL],9000
22,3,2,[NULL],9000
22,3,1,[NULL],9000
22,3,0,[NULL],9000
23,2,0,[NULL],9000
22,4,0,[NULL],9000
23,3,1,[NULL],9000
23,3,0,[NULL],9000
18,9,0,[NULL],9000
19,8,0,[NULL],9000
22,5,0,[NULL],9000
23,4,1,[NULL],9000
23,4,0,[NULL],9000
24,3,0,[NULL],9000
19,9,0,[NULL],9000
23,5,0,[NULL],9000
24,4,0,[NULL],9000
24,4,1,[NULL],9000
19,10,0,[NULL],9000
22,7,0,[NULL],9000
23,6,0,0,9998
24,5,0,[NULL],9000
22,8,0,0,2
23,7,0,0,9998
22,9,0,0,2
23,8,1,[NULL],9000
23,8,0,[NULL],9000
26,5,0,[NULL],9000
30,1,0,[NULL],9000
31,0,0,0,9998
23,9,0,[NULL],9000
25,7,0,0,9998
26,6,0,0,9998
30,2,0,0,2
31,1,0,0,9998
23,10,0,[NULL],9000
24,9,0,0,2
25,8,0,0,2
26,7,0,0,9998
30,3,0,0,2
31,2,2,[NULL],9000
31,2,1,[NULL],9000
31,2,0,1,9998
32,1,1,[NULL],9000
32,1,0,[NULL],9000
23,11,0,[NULL],9000
24,10,0,[NULL],9000
25,9,0,0,2
26,8,0,0,9998
30,4,1,0,2
30,4,0,[NULL],9000
31,3,0,[NULL],9000
31,3,1,0,9997
25,10,0,0,2
28,7,0,[NULL],9000
29,6,0,0,9998
30,5,0,0,9997
31,4,0,[NULL],9000
31,4,1,0,9997
32,3,1,[NULL],9000
32,3,0,[NULL],9000
33,2,2,[NULL],9000
33,2,1,[NULL],9000
33,2,0,[NULL],9000
34,1,0,0,9997
34,1,1,1,9998
25,11,0,[NULL],9000
28,8,0,0,2
29,7,0,0,9998
30,6,0,1,3
31,5,0,0,9997
32,4,0,[NULL],9000
33,3,1,1,2
33,3,0,[NULL],9000
34,2,1,[NULL],9000
34,2,0,[NULL],9000
25,12,0,[NULL],9000
28,9,0,0,2
29,8,0,0,3
30,7,0,1,3
31,6,1,[NULL],9000
31,6,0,0,9997
32,5,2,[NULL],9000
32,5,"0,1",[NULL],9000
32,5,1,[NULL],9000
33,4,0,0,3
33,4,1,[NULL],9000
34,3,1,[NULL],9000
34,3,0,[NULL],9000
35,2,0,[NULL],9000
30,8,0,0,3
31,7,"0,1",0,9996
31,7,1,0,9997
32,6,0,1,9998
33,5,0,[NULL],9000
34,4,0,[NULL],9000
26,13,0,[NULL],9000
27,12,0,[NULL],9000
30,9,0,0,3
31,8,1,0,2
31,8,0,0,9996
32,7,0,1,9998
33,6,0,[NULL],9000
33,6,1,[NULL],9000
34,5,1,[NULL],9000
34,5,0,[NULL],9000
35,4,0,[NULL],9000
36,3,0,[NULL],9000
37,2,2,[NULL],9000
37,2,1,[NULL],9000
37,2,0,[NULL],9000
38,1,0,0,9996
38,1,1,0,9998
27,13,0,[NULL],9000
30,10,0,0,3
31,9,1,0,2
31,9,0,0,9996
32,8,0,1,9996
34,6,0,[NULL],9000
35,5,0,[NULL],9000
37,3,0,1,2
38,2,0,"0,1",9996
38,2,1,"1,2",9997
27,14,0,[NULL],9000
30,11,0,"0,1",4
31,10,0,[NULL],9000
34,7,1,[NULL],9000
34,7,0,[NULL],9000
35,6,1,[NULL],9000
35,6,0,0,9998
36,5,1,[NULL],9000
36,5,0,[NULL],9000
37,4,"0,1",[NULL],9000
37,4,1,[NULL],9000
38,3,3,[NULL],9000
38,3,2,[NULL],9000
38,3,1,[NULL],9000
38,3,0,1,9997
39,2,2,[NULL],9000
39,2,1,[NULL],9000
39,2,0,[NULL],9000
30,12,0,0,4
31,11,0,[NULL],9000
34,8,0,0,2
35,7,0,0,9998
36,6,0,[NULL],9000
37,5,"1,2",1,3
37,5,0,0,4
37,5,2,[NULL],9000
38,4,0,[NULL],9000
